| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | resposta_correta | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Princípios de Relações Internacionais | Cap VI. | RI | **As ideias de Everardo Backheuser foram decisivas para a criação de territórios federais como Amapá, Roraima e Rondônia, visando ao povoamento e fortalecimento das regiões limítrofes sob controle central.** | A criação dos territórios federais após 1930 foi inspirada pelas ideias de Mário Travassos, que focava na articulação terrestre e não na subordinação direta ao poder central. | true | As ideias de Backheuser foram decisivas para a criação de territórios federais como Amapá, Roraima, Rondônia, Fernando de Noronha, Ponta Porã e Foz do Iguaçu. | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **O Brigadeiro Lysias Rodrigues destacou o importante papel presente e futuro da aviação para o desenvolvimento das áreas longínquas e despovoadas, defendendo uma política de interiorização.** | Lysias Rodrigues criticou a ideia da interiorização da capital e defendeu que a integração territorial deveria depender exclusivamente do transporte ferroviário. | true | Lysias Rodrigues destaca o papel da aviação e defende com entusiasmo uma política de interiorização e mudança da Capital. | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **O Brigadeiro Lysias Rodrigues concluiu que o Brasil, para se engrandecer, deve dirigir seus passos de acordo com as linhas fixadas pela Geopolítica, por ser a única capaz de evitar "surpresas dolorosas".** | Lysias Rodrigues sugeriu que a economia dirigida e o esforço do homem brasileiro são mais importantes para o engrandecimento do país do que as diretrizes traçadas pela Geopolítica. | true | O Brigadeiro conclui que "só ela [a Geopolítica] é capaz de apontar o caminho certo, só ela é que pode evitar ao Brasil surpresas dolorosas." | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **A doutrina de Segurança e Desenvolvimento da Escola Superior de Guerra (ESG) já estava formulada e exercitada em termos laboratoriais ou escolares antes da Revolução de 1964.** | A doutrina de Segurança e Desenvolvimento foi inteiramente formulada e aplicada *após* a Revolução de 1964, impulsionada pelo governo Castello Branco. | true | A doutrina da Escola Superior de Guerra já estava formulada e exercitada antes da Revolução de 1964. | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **O Presidente Castello Branco destacou que a noção de Segurança Nacional é mais abrangente do que a Defesa Nacional, pois compreende a defesa global das instituições, incorporando aspectos psicológicos e a agressão interna.** | Castello Branco defendia que o conceito de Defesa Nacional, por focar nos aspectos militares, era mais abrangente e moderno do que o conceito de Segurança Nacional. | true | Castello Branco afirmou que o conceito de Segurança Nacional é mais abrangente que o de Defesa Nacional, incluindo a defesa global das instituições e a agressão interna. | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **Segurança e Desenvolvimento são ligados por uma relação de mútua causalidade, pois a segurança pressupõe o desenvolvimento econômico e social, e o desenvolvimento pressupõe um mínimo de segurança e estabilidade das instituições.** | Segurança e Desenvolvimento são conceitos independentes; o desenvolvimento econômico pode ocorrer mesmo em ambientes de alta instabilidade política e social. | true | O texto explica que o poder militar depende da base industrial (desenvolvimento) e que o desenvolvimento exige estabilidade institucional (segurança). | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **Golbery do Couto e Silva descreveu o Brasil como um "vasto império compacto" com uma vasta fronteira terrestre que, por sua natureza (dominada pela Hiléia), assegura um grau de imunidade, caracterizando uma "insularidade em proporções continentais".** | Golbery via a longa fronteira terrestre brasileira como uma vulnerabilidade crítica, comparável à de nações europeias, e não como uma insularidade protetora. | true | Golbery compara as condições geográficas favoráveis do Brasil à "insularidade em proporções continentais". | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **Therezinha de Castro foi a voz mais insistente sobre a necessidade de o Brasil instalar uma base na Antártica, defendendo o direito pelo princípio de defrontação, o que se realizou em 1983 com a Estação Comandante Ferraz.** | Therezinha de Castro defendia a importância da Antártica, mas era contra a instalação de uma base brasileira, sugerindo que o Brasil deveria focar na América do Sul. | true | Therezinha de Castro defendia o direito brasileiro à Antártica pelo princípio de defrontação e viu a instalação da base em 1983. | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **No seu primeiro livro de geopolítica, *Projeção Mundial do Brasil* (1959), o General Meira Mattos expressou o desejo de que o Brasil alcançasse o nível de potência mundial.** | O livro *Projeção Mundial do Brasil* (1959) de Meira Mattos reafirmava o foco exclusivo no desenvolvimento continental, sem ambicionar um papel de potência mundial. | true | Meira Mattos, em 1959, declarou que, 30 anos após Travassos, sonhava com um Brasil potência mundial. | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **Meira Mattos utilizou a fórmula de Ray Cline, onde o Poder Perceptível (Pp) é determinado pela multiplicação da capacidade nacional (massa crítica, capacidade econômica e militar) pela Estratégia e Bondade Nacional.** | A fórmula de Ray Cline, citada por Meira Mattos, desconsidera totalmente o fator militar (M) e o fator Bondade Nacional (W) na avaliação do Poder Perceptível. | true | Meira Mattos utilizou a fórmula Pp = (C+E+M) X (S+W), onde W é Bondade Nacional e M é capacidade militar. | | |
| Princípios de Relações Internacionais | Cap VI. | RI | **No livro *Geopolítica e Trópicos* (1984), Meira Mattos contesta as razões etnocentristas e deterministas que alegam a impropriedade das regiões tropicais, utilizando a teoria de Toynbee do Desafio e Resposta.** | Meira Mattos, em *Geopolítica e Trópicos*, concordou que as condições climáticas e raças tropicais impõem limitações insuperáveis ao desenvolvimento de sociedades avançadas. | true | O livro contesta as teorias deterministas sobre os trópicos, aplicando a teoria de Toynbee de que o homem ativo pode responder e superar os desafios. | | |
