| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | resposta_correta | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Princípios de Relações Internacionais | Cap VII. | RI | **Golbery sugeriu para o desenvolvimento da Amazônia uma manobra de investida desbravadora e civilizadora, visando à integração definitiva do espaço nacional.** | A principal recomendação de Golbery para a Amazônia era a criação de reservas ecológicas e a proibição de qualquer intervenção econômica civilizadora. | true | Golbery sugeriu, para o desenvolvimento da Amazônia, uma manobra de investida desbravadora e civilizadora. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **Para o sucesso da manobra estratégica de desenvolvimento, Golbery propôs a articulação diplomática de sólida aliança hemisférica, com boas relações com os Estados Unidos como um pólo importante.** | Golbery defendia uma política de estrito isolamento geopolítico, evitando alianças hemisféricas, sobretudo com os Estados Unidos. | true | Golbery propôs a articulação diplomática de sólida aliança hemisférica, indicando como pólo importante as boas relações com os Estados Unidos. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **As crises internacionais da década de 1970, elevando o preço do petróleo, atingiram a economia brasileira e afetaram duramente o ritmo de realizações da ampla manobra estratégica preconizada por Golbery.** | A ampla manobra estratégica de Golbery ganhou novo impulso com as crises do petróleo da década de 1970, que forçaram o Brasil a acelerar a integração interna. | true | As duas crises internacionais da década de 1970, provocadas pela elevação do preço do petróleo, atingiram a economia e afetaram duramente os projetos desenvolvimentistas. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **A Professora Therezinha de Castro viu a aceitação de suas propostas geopolíticas em projetos de governo, como a instalação da estação brasileira na Antártica e a criação do Mercosul.** | Therezinha de Castro não pôde ver suas propostas aceitas em vida, pois tanto a base na Antártica quanto o Mercosul foram criados após seu falecimento. | true | Therezinha pôde ver suas antecipadas ideias geopolíticas aceitas, tais como a instalação da estação brasileira na Antártica e a criação do Mercosul. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **Meira Mattos defendeu que o Projeto de Desenvolvimento Econômico e Social, embora visando todo o território, deveria dar prioridade à área da Amazônia.** | Meira Mattos priorizava o desenvolvimento das regiões Sul e Sudeste, por serem as áreas de maior massa crítica populacional, em detrimento da Amazônia. | true | O projeto de desenvolvimento do Brasil, visando todo o território, terá que dar prioridade à área da Amazônia. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **Meira Mattos viu a ação estratégica para acelerar o desenvolvimento da Amazônia como uma ação combinada, partindo da foz do rio, do Planalto Central e das escarpas andinas/sistema guiano.** | A estratégia proposta para a Amazônia consistia em concentrar todos os esforços apenas na via fluvial, partindo da foz do rio para o interior. | true | O autor viu uma ação combinada partindo das três frentes: da foz do rio para o interior, descendo pelas vias do Planalto Central e declinando das escarpas andinas e do sistema guiano. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **Meira Mattos sugeriu a criação de "áreas interiores de intercâmbio fronteiriço" na extensa fronteira Norte, incentivando a cooperação econômica e social, a exemplo das cidades geminadas do Sul.** | O Projeto Calha Norte foi sugerido por Meira Mattos como o único método eficaz para evitar qualquer intercâmbio fronteiriço na região Norte. | true | O autor sugeriu a criação de "áreas interiores de intercâmbio fronteiriço", incentivando uma política de livre cooperação econômica e social, seguindo o modelo das cidades geminadas do Sul. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **Um dos rumos encontrados na síntese do pensamento geopolítico brasileiro é que a ideia de Império, inspirada na grandeza territorial, dominou o espírito de vários pensadores.** | A geopolítica brasileira rejeitou a ideia de Império, focando-se unicamente na integração regional e na defesa do território. | true | A ideia de Império, inspirada na grandeza territorial e na missão de desbravá-lo, dominou o espírito de vários pensadores. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **Prevaleceu o reconhecimento de que o Brasil possui condições para ser uma das grandes potências mundiais, mas que para atingir esse status, precisa acelerar o ritmo de seu desenvolvimento e melhorar o desempenho administrativo.** | Os pensadores geopolíticos brasileiros concluíram majoritariamente que o Brasil deve restringir suas aspirações a ser uma potência regional, devido às limitações geográficas e administrativas. | true | Prevaleceu o reconhecimento de que o Brasil possui candições para vir a ser uma das grandes potências de nível mundial, precisando melhorar o seu desempenho administrativo. | | |
| Princípios de Relações Internacionais | Cap VII. | RI | **Jorge Manuel da Costa Freitas observou a existência de uma "unidade ideológica" e um "substrato ontológico próprio" no pensamento dos autores da Escola Geopolítica Brasileira.** | O Professor Costa Freitas concluiu que os autores geopolíticos brasileiros divergiram de forma irreconciliável, não havendo coerência ou valores comuns em suas teses. | true | Jorge Manuel da Costa Freitas observou a existência de uma "unidade ideológica" no pensamento dos autores destes últimos setenta anos, caracterizando-os como um "todo" coerente. | | |
