| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | resposta_correta | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Princípios de Relações Internacionais | Cap VIII. | RI | **O governo José Sarney promoveu proveitosa aproximação com a Argentina, que resultou na abertura das condições para a criação do Mercosul.** | O Mercosul foi criado por iniciativa do governo Fernando Collor, sendo o governo Sarney indiferente às alianças regionais. | true | A aproximação com o Presidente Alfonsín, na gestão Sarney, resultou na abertura das condições para a criação do Mercosul. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **O Presidente Sarney negociou a conclusão da rodovia internacional Boa Vista-Caracas, facilitando o acesso brasileiro à região do Caribe.** | O governo Sarney interrompeu as negociações sobre a rodovia Boa Vista-Caracas, priorizando conexões com o Pacífico. | true | O Governo Sarney tratou com o Presidente da Venezuela para remover obstáculos que retardavam a conclusão da rodovia internacional Boa Vista-Caracas. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **O Projeto Calha Norte abrange uma extensa área de 1 milhão e 200 mil km² e uma fronteira linear de 6.770km na região amazônica.** | O Projeto Calha Norte, apesar de relevante, abrange uma área geográfica limitada, focando-se apenas nos estados do Pará e Amazonas. | true | O Projeto Calha Norte abarca extensa área de 1 milhão e 200 mil km² e uma fronteira linear de 6.770km. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **No Projeto Calha Norte, somente as Forças Armadas cumpriram os compromissos assumidos, não sendo possível efetivar a participação dos ministérios civis.** | O sucesso do Projeto Calha Norte deveu-se à participação plena e efetiva tanto das Forças Armadas quanto dos ministérios civis (Saúde, Educação, Agricultura). | true | Infelizmente, até agora, não foi possível efetivar a participação dos ministérios civis no Projeto, sendo que apenas as Forças Armadas cumpriram seus compromissos. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **O Governo Sarney projetou a Ferro-Norte para ligar o sistema da E.F. Carajás ao sistema sul em Anápolis, Goiás, atendendo a produção agropecuária da Bacia do Tocantins.** | A Ferro-Norte visava ligar o porto de Manaus a Boa Vista, facilitando o acesso ao transporte fluvial. | true | A Ferro-Norte tinha o objetivo de ligar as pontas de trilhos do sistema Carajás às pontas de trilhos do sistema sul em Anápolis (Goiás). | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **As cinco principais diretrizes estratégicas da Geopolítica Brasileira são Interiorização, Integração Territorial, Fortalecimento no Atlântico Sul, Desenvolvimento Econômico e Social e Segurança Externa e Interna.** | As diretrizes estratégicas principais do pensamento geopolítico brasileiro concentram-se em três pontos: o desenvolvimento tecnológico, a soberania regional e a diplomacia. | true | O texto lista as cinco diretrizes estratégicas: Interiorização, Integração Territorial, Fortalecimento da Presença Estratégica no Atlântico Sul, Desenvolvimento Econômico e Social e Segurança Externa e Interna. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **A Interiorização continua sendo uma meta prioritária, pois o Brasil ainda tem 2/3 do território continental em estado de subdesenvolvimento e despovoado.** | Graças aos esforços passados, menos de um quarto do território brasileiro ainda se encontra em estado de subdesenvolvimento. | true | Praticamente, ainda temos 2/3 do território continental em estado de subdesenvolvimento e despovoado, tornando a Interiorização uma meta prioritária. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **O Plano de Ação Governamental exige que a opção de transportes seja bem equacionada em um sistema misto (ferroviário, rodoviário e hidroviário).** | Os recursos da engenharia moderna indicam que o Brasil deve priorizar exclusivamente a malha rodoviária, por ser a opção mais ágil para o território continental. | true | A opção ferroviária, rodoviária ou hidroviária precisa ser muito bem equacionada num sistema misto de transportes. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **O comércio internacional brasileiro depende essencialmente do transporte marítimo, o que exige a revitalização da indústria naval e a modernização dos portos exportadores.** | A dependência brasileira do transporte marítimo é baixa, sendo a principal preocupação o transporte aéreo para exportação de produtos de alto valor agregado. | true | Nosso comércio internacional depende essencialmente do transporte marítimo, impondo-se revitalizar a indústria naval e aumentar a capacidade dos portos. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **O objetivo criador maior da diplomacia brasileira para este quarto de século deve ser a Integração Econômica da América do Sul, integrando o Mercosul ao Pacto Andino.** | A prioridade diplomática é a formação de uma aliança sólida com o NAFTA, em detrimento da integração com nações sul-americanas. | true | A Integração Econômica da América do Sul é o objetivo criador maior da diplomacia brasileira, com o primeiro passo sendo a integração do Mercosul ao Pacto Andino. | | |
| Princípios de Relações Internacionais | Cap VIII. | RI | **A tese da internacionalização da Amazônia é uma ameaça que oculta ambições de poder, revestida de conceitos científicos e mundialistas.** | A tese de internacionalização é puramente científica e visa apenas garantir a sobrevivência da floresta, sem qualquer componente de ambição política ou militar. | true | As ameaças de internacionalização da Amazônia ocultam ambições de poder sob a roupagem de conceitos científicos e mundialistas. | | |
