| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | Zaki Laïdi considera que a nova ordem não pode ser rotulada da maneira clássica, pois é monopolar em alguns aspectos, multipolar em outros e, em outros, apolar ou proteiforme. | Para Laïdi, a nova ordem é claramente multipolar em todos os seus aspectos, substituindo definitivamente a bipolaridade. | A nova ordem é caracterizada como ambivalente e não pode ser rotulada classicamente, oscilando entre monopolaridade, multipolaridade e apolaridade. | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | A ordem pós-moderna, para Laïdi, é instável, transitória e ambivalente, caracterizada também pelo declínio da soberania nacional e a desterritorialização, onde a lógica dos fluxos supera a lógica dos estoques. | A pós-modernidade no cenário internacional, segundo Laïdi, é marcada por forte estabilidade, soberania nacional crescente e o retorno da importância da localização física (stocks). | A nova ordem é pós-moderna, marcada pelo instável, ambivalente e desterritorialização, onde "a lógica dos fluxos superou a lógica dos stocks". | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | O aparente "tempo mundial" de hegemonia democrática e liberalismo é anulado por duas contradições: a diferença entre legitimidade e efetividade, e a defasagem entre desenvolvimento e democracia. | Laïdi concorda que o “tempo mundial” esclarecido resolveu todos os enigmas, comprovando que a democracia é sempre efetiva e que caminha necessariamente junto ao desenvolvimento econômico. | As duas contradições são que a democracia, embora legítima, não é efetiva na prática, e a defasagem entre desenvolvimento e democracia, com a hipótese de o autoritarismo ser melhor para o crescimento. | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | A crítica à leitura de Laïdi é que, embora inovadora, ela reflete principalmente uma perplexidade com a falência de modelos clássicos e busca, sub-repticiamente, uma ordem unívoca. | A interpretação de Laïdi é elogiada por encontrar uma nova e coerente lógica de organização por trás da aparente desordem, superando a perplexidade dos modelos clássicos. | A fraqueza das leituras que veem o real como caos é que elas não conseguem encontrar uma lógica por trás da desordem aparente e buscam uma "ordem unívoca". | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | Alain Minc, inicialmente, especulou sobre o retorno a uma “Nova Idade Média”, caracterizada pela ausência de sistemas organizados, desaparecimento de centros e o surgimento de “zonas cinzentas”. | Alain Minc rejeitou a ideia de uma "Nova Idade Média", vendo a nova ordem como altamente centralizada e perfeitamente previsível. | Minc comparou o mundo pós-comunista a uma Nova Idade Média devido à ausência de centros, a fluidez das solidariedades e o crescimento das "zonas cinzentas" fora de qualquer autoridade. | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | Ao contrário de outros autores, Minc não vê a situação caótica da Nova Idade Média como totalmente negativa, mas sim como uma oportunidade para reconstruir o mundo sob novas bases. | Alain Minc é um dos críticos mais veementes do caos, vendo-o como uma regressão irreversível que levará à barbárie total. | Minc afirma que, embora para espíritos cartesianos o caos pareça regressão, ele deve ser pensado como oportunidade para inventar novos conceitos e reavaliar o papel do Estado. | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | Alain Minc identifica três principais espaços globais (América, Europa e Ásia), sendo o restante do mundo visto como “zonas de transição” ou “regiões no abandono”. | Minc defende a multipolaridade homogênea, onde todas as regiões do globo, incluindo a África Subsaariana, participam igualmente da nova ordem econômica. | Minc divide o mundo em três grandes espaços centrais, relegando o resto (como a África subsaariana) a zonas de abandono ou regressão. | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | Minc aponta o tribalismo como uma nova ideologia em expansão que se alimenta do pessimismo e pode ser uma síntese de nacionalismo, fascismo e ecologia (culto à pureza). | Minc afirma que as ideologias antigas (nazismo, comunismo) desapareceram completamente, e não há sinais de novas formas de pensamento autoritário ou tribalista. | O tribalismo, que se alimenta da exclusão, é visto como uma ideologia oposta à nova ordem, com ingredientes fascistas, nacionalistas e até ecológicos. | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | Em obras posteriores, Minc enfatizou as "vantagens da globalização" e argumentou que a recuperação econômica dos EUA nos anos 90 desmentiu a suposta "lei braudeliana" de declínio fatal do centro. | Minc manteve sua ênfase na "Nova Idade Média", reforçando que o declínio fatal do Ocidente era inevitável, conforme a lei cíclica braudeliana. | Minc argumenta que a recuperação norte-americana provou que não existe o declínio fatal (refutando a suposta lei braudeliana), e que o conhecimento e a tecnologia circulam livremente. | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | Um dos riscos para a globalização, segundo Minc, é a existência de uma “linha vermelha” na Eurásia, uma série de possíveis conflitos geopolíticos que poderiam secundarizar a economia. | Minc não vê grandes riscos geopolíticos para a globalização, afirmando que a economia é agora a senhora absoluta, eliminando a possibilidade de retorno à primazia da geopolítica. | A "linha vermelha" na Eurásia é citada como um risco que pode fazer a economia ocupar lugar secundário ante a geopolítica, com tensões na fronteira russo-ucraniana, Bálcãs, e Ásia. | | |
| Novas Geopolíticas | Cap 4 | Nova (Des)Ordem | Minc afirma que a globalização serve como "bode expiatório" para as desigualdades e injustiças, pois os ideólogos evitam culpar o progresso técnico, transformando-a em alvo político. | Minc concorda com os críticos de que a globalização é a principal e direta responsável pelo aumento das desigualdades e pela deslegitimação política em todo o mundo. | Minc defende que a globalização é o bode expiatório, culpada por problemas como desemprego e guerras tribais, com os quais ela tem apenas uma "frágil relação". | | |
