| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | A interpretação dos megablocos consiste na ideia de que são os blocos regionais, e não mais os Estados nacionais, que dominam o cenário mundial ou as relações de poder. | A ideia dos megablocos, que se consolidou após o final da Guerra Fria, sustenta que o poder retornou aos Estados nacionais, embora agrupados em alianças militares, com a Tríade dissolvida. | Essa interpretação identifica novos blocos regionais preponderantes (americano, europeu, asiático) como os dominantes no espaço mundial, substituindo a disputa bipolar da Guerra Fria. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | Do ponto de vista geopolítico, a ideia de “blocos de poder” é duvidosa, pois a maioria desses mercados regionais tem atuação essencialmente comercial, sem agir conjuntamente como sujeitos políticos e militares. | Os megablocos, como o Nafta e a Apec, atuam conjuntamente como sujeitos políticos e militares, da mesma forma coesa que a União Europeia, sendo o fundamento principal dessa interpretação a coesão geopolítica. | Exceto pela exceção parcial da UE, os mercados regionais (como Nafta, Apec) possuem uma coesão político-diplomática menor e não atuam conjuntamente como sujeitos em assuntos militares ou políticos. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | Os avanços no processo de globalização relativizam a ideia de mercados pretensamente fechados, sendo a regionalização um complemento, e não um oposto, da interdependência econômica. | A formação de megablocos é vista como oposta à globalização, representando um progressivo fechamento dos continentes em “fortalezas” econômicas, como a "fortaleza europeia". | Existe uma globalização com regionalização que a complementa, e os mercados regionais são o mecanismo de avanço da interdependência econômica, e não um fechamento alternativo. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | Para Immanuel Wallerstein, a chave para entender as relações de poder seria o sistema global (sistema-mundo), no qual o capitalismo é o alicerce, e a geopolítica é considerada um corolário da competição econômica. | Immanuel Wallerstein argumenta que o Estado-nação é o ator preponderante no cenário mundial, e que a lógica da competição econômica é secundária à geopolítica. | A interpretação do sistema-mundo de Wallerstein vê o sistema global, alicerçado na lógica capitalista mundializada, como a chave de poder, superando o conceito de grande potência. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | A interpretação de Wallerstein implica uma geometrização do espaço mundial em termos de Centro do sistema, Periferias e Semi-periferia, sendo esta última a designação para países como Brasil e Coreia do Sul. | Wallerstein rejeitou a geometrização do espaço mundial em Centro, Periferia e Semi-periferia, focando apenas na ascensão e declínio das hegemonias militares. | O sistema-mundo é concebido geometricamente com um Centro, onde sobressaem as potências hegemônicas, e diversas periferias, incluindo o conceito de semi-periferia. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | Peter J. Taylor, utilizando a teoria do sistema-mundo, propôs fundamentalmente três níveis de escala geográfica: local-urbano (experiência), nacional (ideológico) e global (realidade sistêmica). | Peter J. Taylor criticou a abordagem dos níveis de escala, defendendo que a única dimensão válida para a geografia política é a nacional, centrada no Estado. | Taylor vê a teoria do sistema-mundo em níveis, buscando coerência na abordagem do local-urbano, do nacional e do mundial, cada um com sua tônica específica. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | Kenichi Ohmae argumenta que o verdadeiro “motor” do desenvolvimento econômico hoje seriam os “Estados-regiões”, que funcionam em grande parte à margem das políticas dos Estados-nações. | Kenichi Ohmae afirma que o mercado nacional, regulamentado pelo Estado-nação e suas fronteiras alfandegárias, é o principal motor do desenvolvimento na atualidade. | Para Ohmae, o mercado nacional e suas barreiras são um entrave ao progresso, sendo o dinamismo impulsionado pelos "Estados-regiões". | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | A economia global, na visão de Kenichi Ohmae, estaria alicerçada em quatro "is" — os investimentos, as indústrias, as informações e os indivíduos (consumidores) —, que seriam móveis e independentes dos governos nacionais. | Ohmae definiu as quatro “is” como os recursos naturais, as indústrias nacionais, a infraestrutura governamental e a intervenção estatal, elementos que reforçam o Estado-nação. | Os quatro "is" (Investimentos, Indústrias, Informações e Indivíduos) são vistos por Ohmae como fatores mundiais que tornam o papel de "intermediários" dos Estados nacionais obsoleto. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | John Naisbitt, em *Global Paradox*, defende que a crescente globalização, paradoxalmente, favorece os atores menores (pequenas empresas, Estados menores) em detrimento dos grandes, pois o poder migra de uma forma hierárquica para uma de redes. | John Naisbitt argumenta que a globalização reforça a “economia de escala”, beneficiando as grandes corporações e os países de maior território e população, conforme a lógica predominante até os anos 1980. | Segundo Naisbitt, o poder está mudando de vertical para horizontal, favorecendo a velocidade e flexibilidade dos pequenos atores, o que ele chama de “economia de escopo”. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | John Naisbitt afirma que o cenário global aponta para uma fragmentação articulada e descentralização do poder político, prevendo um número crescente de unidades político-territoriais pequenas. | Naisbitt defende a formação de grandes megablocos (como a União Europeia) e confederações, seguindo a lógica da progressiva centralização político-territorial. | Naisbitt não dá importância aos megablocos e conclui que as pequenas unidades político-territoriais, que seriam mais eficazes e democráticas, são mais adequadas ao novo cenário global. | | |
| Novas Geopolíticas | Cap 1 | As disputas mundiais de poder são essencialmente econômicas? | Paul Kennedy argumenta que a crescente disparidade entre o Norte (nações ricas) e o Sul (países subdesenvolvidos) é a fonte mais importante de potenciais conflitos na nova ordem mundial. | Paul Kennedy foca sua análise na persistência do poderio militar das grandes potências, desconsiderando as disparidades Norte/Sul como um fator significativo de instabilidade. | Kennedy deslocou o foco de sua análise do poder militar para os "novos desafios" e o perigoso crescimento das desigualdades internacionais, especialmente o abismo entre Norte e Sul. | | |
