| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Kissinger argumentou que a China deveria ser tratada com cautela, pois o principal problema nas relações EUA-China é o crescente **superávit comercial** da China, e não uma diferença político-ideológica hostil. | Kissinger alertou que a China, devido à sua ideologia comunista, representa a nova "ameaça maior" ideológica e militar aos EUA, sendo pior que a antiga União Soviética. | Kissinger afirmou que a China não professa uma ideologia hostil como a URSS, sendo o problema real o crescente superávit comercial e não uma diferença político-ideológica. | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Kissinger criticou a política externa do governo Clinton como "idealista e universalista", alertando que a defesa dos direitos humanos no exterior deve dar lugar à **análise geopolítica** e aos interesses nacionais. | Kissinger defendeu que os EUA devem manter uma política externa universalista, onde a defesa dos direitos humanos no exterior deve ser o princípio absoluto em qualquer situação. | Kissinger fustigou o universalismo, argumentando que o universalismo precisa dar lugar à análise geopolítica e que "nenhum princípio é absoluto", incluindo a defesa dos direitos humanos. | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Kissinger argumentou que a política de não proliferação nuclear dos EUA é ineficaz se não **distinguir** entre os países, tratando Índia e Paquistão de forma diferente de Coreia do Norte e Iraque. | Kissinger defendeu uma política de não proliferação nuclear rígida e universal, sem distinção entre países, aplicável igualmente a todos os Estados que possuam ogivas. | Kissinger criticou o universalismo nessa questão, defendendo que é preciso distinguir entre países, pois nem todos representam ameaça aos interesses americanos (diferenciando Índia/Paquistão de Coreia do Norte/Iraque). | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Kissinger viu um equívoco estratégico na guerra do Kosovo e utilizou o exemplo da **Chechênia** para provar que a política idealista de "cruzadas morais" é insustentável na prática. | Kissinger defendeu a intervenção no Kosovo como um sucesso da política idealista dos direitos humanos e sugeriu a intervenção militar imediata na Chechênia. | Kissinger criticou a intervenção no Kosovo e argumentou que a inação dos EUA na Chechênia demonstra a fragilidade e a insustentabilidade das "cruzadas morais". | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Brzezinski, em uma perspectiva mackinderiana, considera a **Eurásia** como o "centro do poder mundial" e a "chave geopolítica" para a manutenção da supremacia global dos Estados Unidos. | Brzezinski rejeita a visão clássica de Mackinder, afirmando que o centro do poder mundial está agora exclusivamente no continente americano (Américas do Norte e Sul). | Brzezinski considera a Eurásia, onde vivem 75% da população mundial e 60% do PNB global, como o "centro do poder mundial" e o tabuleiro de xadrez da disputa pela primazia global. | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Brzezinski afirma que os Estados Unidos são o **"primeiro e único poder global"**, detendo supremacia em quatro domínios decisivos: o militar, o econômico, o tecnológico e o cultural. | Brzezinski afirma que a China e a Rússia, combinadas, superam os Estados Unidos no domínio militar e tecnológico, tornando-os potências globais equivalentes. | Brzezinski argumenta que os EUA são o "primeiro e único poder global", com supremacia nos domínios militar, econômico, tecnológico e cultural. | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Brzezinski define "ator geoestratégico" como um Estado que possui capacidade e **vontade** de exercer poder, classificando **Japão e Reino Unido** como países importantes, mas atores geoestratégicos **nulos**. | Brzezinski considera o Japão e o Reino Unido como os principais "atores geoestratégicos" da nova ordem, devido ao seu vasto poder econômico e militar. | Ator geoestratégico é definido pela capacidade e vontade de exercer poder. Brzezinski considera Japão e Reino Unido como "países importantes" mas "atores geoestratégicos praticamente nulos". | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | A estratégia de Brzezinski para a Europa consiste em fortalecer e expandir a **OTAN** para leste, com uma clara preferência pela liderança **alemã** na "conexão franco-germânica". | Brzezinski defende que a OTAN não deve se expandir para leste, e que os EUA devem apoiar incondicionalmente a liderança francesa (o país que inventou a soberania nacional) na unificação europeia. | Brzezinski prioriza a cooperação com a Alemanha para a expansão da OTAN para leste, reconhecendo a fraqueza político-militar da França e sua reticência. | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Para Brzezinski, o objetivo essencial dos EUA no **"buraco negro"** (ex-URSS) é evitar que a Rússia reconstrua seu império, sendo a independência da **Ucrânia** um fator crucial que obrigou a Rússia a repensar sua identidade. | Brzezinski aconselha os EUA a incentivarem a Rússia a reconstruir seu império na CEI, pois a Ucrânia não tem importância geoestratégica para Moscou. | A preocupação essencial é evitar a reconstrução do império russo. A independência da Ucrânia é vista como crucial e obrigou a Rússia a repensar sua identidade. | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Brzezinski sugere cautela na atuação direta dos EUA nos "Bálcãs Eurasianos", sendo a melhor estratégia **impedir que qualquer poder único** (Rússia, Irã, Turquia ou China) se torne hegemônico na Ásia Central. | Brzezinski advoga pela intervenção militar direta dos EUA na Ásia Central para garantir o controle das fontes de energia e impor a hegemonia americana sobre Irã e China. | Dada a distância, o melhor seria evitar que um único poder (Rússia, Turquia, Irã ou China) seja hegemônico na região, mas facilitar o acesso da "comunidade global". | | |
| Novas Geopolíticas | Cap 5 | Redefinições Geoestratégicas | Brzezinski não acredita que a China consiga alcançar o status de potência global, prevendo que ela se contentará com o status de **potência regional**, colaborando com os EUA para manter a estabilidade no Sudeste Asiático. | Brzezinski prevê que a China se tornará uma potência global emulando os EUA em condições de igualdade em até uma década, devido ao seu poderio militar e econômico crescente. | Brzezinski crê que a China enfrentará desafios imensos e acabará se contentando com o status de potência regional, podendo colaborar com os EUA na manutenção da estabilidade. | | |
