| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | resposta_correta | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Princípios de Relações Internacionais | Cap 3 | Contexto | Montesquieu, um pensador liberal, argumentava que a guerra é um produto da sociedade, e não um atributo inerente aos indivíduos. | Montesquieu acreditava que a causa principal da guerra reside na natureza egoísta e falha do indivíduo, exigindo a intervenção de um soberano absoluto. | true | Montesquieu defendia que os problemas, incluindo a guerra, surgem quando a humanidade ingressa na sociedade civil e constitui nações distintas. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | Immanuel Kant supunha que a paz perpétua seria alcançada pela interação de "demônios racionais" (Estados egoístas) que, ao buscarem seus próprios interesses, acabariam levando a uma zona de paz. | Kant exigia que os Estados fossem "anjos morais" e que agissem desinteressadamente para que a federação de Estados e a paz perpétua pudessem se concretizar. | true | Kant não exigia atores morais, mas supunha que os Estados agiriam segundo seus próprios interesses ("demônios racionais"), o que levaria à paz em expansão. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | Os teóricos liberais acreditam que o livre comércio gera interdependência entre os Estados, elevando o custo da guerra e reduzindo sua probabilidade. | Os liberais defendem que o livre comércio é irrelevante para a segurança, pois a interdependência econômica aumenta o risco de conflito ao criar novos pontos de vulnerabilidade. | true | O liberalismo do século XIX via o livre comércio como um fator que gera interdependência, o que, por sua vez, reduz o custo-benefício da guerra. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | Os institucionalistas neoliberais argumentam que a colaboração se torna racional e preferível à deserção se o "dilema do prisioneiro" for repetido sucessivas vezes (jogos de repetição). | Os institucionalistas neoliberais concordam com os realistas que, mesmo em interações repetidas, a deserção continua sendo a única estratégia racional no dilema do prisioneiro. | true | A repetição sucessiva da interação (reciprocidade) torna a colaboração mais racional para os institucionalistas neoliberais. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | Para os institucionalistas neoliberais, as instituições ajudam a prevenir a trapaça reduzindo os custos de transação, diminuindo os custos de oportunidade e melhorando o fluxo de informações. | Os neoliberais consideram que as instituições internacionais, como a ONU, são meros reflexos da distribuição de poder e não possuem capacidade de reduzir os custos de transação ou trapaça. | true | As instituições facilitam a colaboração ao reduzir custos (transação e oportunidade) e ao melhorar o fluxo de informações entre os atores. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | O Radicalismo, de base marxista, pressupõe a primazia da economia para explicar a maioria dos fenômenos sociais e o sistema é visto como hierárquico, dominado pelo capitalismo internacional. | Os radicais acreditam que a primazia na explicação dos fenômenos sociais pertence às ideias e normas culturais, relegando os fatores econômicos a uma importância secundária. | true | O Radicalismo postula a primazia da economia (classe) para explicar os fenômenos, o que o diferencia claramente do Realismo e do Liberalismo. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | Segundo o radicalismo, o imperialismo é impulsionado pela superprodução de bens, subconsumo dos trabalhadores e excesso de poupança das classes mais altas nos Estados desenvolvidos. | Os radicais defendem que o imperialismo é motivado exclusivamente por fatores militares e de segurança, sendo independente das necessidades econômicas internas do Estado capitalista. | true | O imperialismo é explicado pelas necessidades econômicas do capitalismo, como a superprodução e a necessidade de mercados e investimentos externos. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | O Construtivismo propõe que o significado de conceitos como Estado e soberania não é fixo, mas é construído socialmente e intersubjetivamente por meio das interações e do discurso. | O Construtivismo defende que as estruturas materiais (como o poder militar) possuem um significado objetivo e inerente, fixo, independentemente das ideias ou normas sociais. | true | A principal proposição construtivista é que os significados são construídos socialmente e mudam por meio de ideias e práticas, rejeitando significados fixos. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | Para os construtivistas, o poder não é encarado apenas em termos materiais (militar/econômico), mas também em termos discursivos, como o poder das ideias, da cultura e da legitimidade. | Os construtivistas, assim como os realistas, limitam a definição de poder a recursos materiais tangíveis, ignorando o papel da linguagem e da cultura. | true | Os construtivistas expandem o conceito de poder para incluir o poder das ideias, da cultura, da linguagem e da legitimidade. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | O construtivista Alexander Wendt afirmou que "**anarquia é o que os Estados fazem dela**", sugerindo que a anarquia depende das identidades distribuídas e das relações mútuas, não apenas dos recursos. | Alexander Wendt, um neorrealista, argumentou que a anarquia é uma condição material imutável que dita o comportamento dos Estados. | true | Wendt argumenta que a anarquia não tem um significado inerente e depende da identidade e da interação entre os Estados. | | |
| Princípios de Relações Internacionais | Cap 3 | Contexto | Uma análise realista da Guerra do Iraque de 2003 se concentraria no sistema internacional anárquico e na necessidade dos EUA de eliminar a ameaça iraquiana (supostas ADMs) para assegurar a estabilidade do suprimento de petróleo. | Realistas, como Mearsheimer e Walt, defenderam a guerra como necessária para difundir a democracia liberal, ignorando as preocupações com ADMs e suprimento de petróleo. | true | Realistas focam na estrutura anárquica e na necessidade de eliminar ameaças (ADMs) e garantir interesses materiais (petróleo). | | |
