| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Ciência Política | Pág 232 | Cap. 10 – O Estado Constitucional | A Declaração dos Direitos do Homem e do Cidadão (1789) universalizou os direitos, tornando-se referência e marco do constitucionalismo moderno. | A Declaração Francesa de 1789 não universalizou os direitos, pois estes se limitavam aos cidadãos de Paris, sem servir de referência para outros Estados. | A Declaração Francesa de 1789 universalizou os direitos e se tornou o marco do constitucionalismo moderno. | | |
| Ciência Política | Pág 232 | Cap. 10 – O Estado Constitucional | Segundo o Artigo 16 da Declaração Francesa de 1789, uma sociedade que não assegure a garantia dos direitos e a separação dos poderes não tem Constituição. | O Artigo 16 da Declaração Francesa afirma que a separação dos poderes não é uma condição essencial, desde que os direitos sejam garantidos. | O Artigo 16 da Declaração Francesa exige a garantia dos direitos e a separação dos poderes como condição para ter Constituição. | | |
| Ciência Política | Pág 232 | Cap. 10 – O Estado Constitucional | Karl Loewenstein afirma que o reconhecimento e a proteção dos direitos e liberdades fundamentais são o núcleo essencial do sistema político da democracia constitucional. | Loewenstein considerava que a essência da democracia constitucional reside no poder do Executivo, sendo os direitos e liberdades fundamentais periféricos. | O reconhecimento e a proteção dos direitos e liberdades fundamentais são o núcleo essencial da democracia constitucional. | | |
| Ciência Política | Pág 233 | Cap. 10 – O Estado Constitucional | O *Bill of Rights* inglês de 1689 foi um autêntico contrato entre o Parlamento (intérprete da nação) e o Rei, limitando a prerrogativa real. | O *Bill of Rights* de 1689 foi uma declaração unilateral do Rei, que se ofereceu para limitar seu próprio poder sem a necessidade de um contrato com o Parlamento. | O *Bill of Rights* foi um verdadeiro contrato entre o Parlamento e o Rei, limitando a prerrogativa real. | | |
| Ciência Política | Pág 233 | Cap. 10 – O Estado Constitucional | O *Bill of Rights* inglês se referia a direitos do cidadão inglês consagrados pela história multissecular, tratando-se de uma definição, não de novos direitos abstratos. | O *Bill of Rights* inglês, seguindo o modelo francês, estabeleceu novos direitos de caráter racionalista e abstrato, desvinculados da história multissecular inglesa. | O *Bill of Rights* tratou de uma definição dos direitos do cidadão inglês consagrados pela história multissecular. | | |
| Ciência Política | Pág 233 | Cap. 10 – O Estado Constitucional | A concepção americana de liberdade é empírica, focada no homem como indivíduo, buscando organizar o Estado de modo que não o impeça de ser dono de seu destino. | A concepção americana de liberdade é racionalista e abstrata, buscando encontrar a figura ideal do cidadão, semelhante ao modelo francês. | A concepção americana é empírica, baseada no valor do homem livre como indivíduo, enquanto a francesa é racionalista e abstrata. | | |
| Ciência Política | Pág 233 | Cap. 10 – O Estado Constitucional | A concepção francesa de liberdade é racionalista e busca encontrar a figura ideal do cidadão, limitando juridicamente o poder em sua defesa. | A concepção francesa é empírica e não se interessa pela figura abstrata do cidadão, focando apenas na liberdade individual de não ser impedido pelo Estado. | A concepção francesa é racionalista, buscando a figura ideal do cidadão e a limitação jurídica do poder em sua defesa. | | |
| Ciência Política | Pág 234 | Cap. 10 – O Estado Constitucional | As duas principais fontes filosóficas das Declarações de Direitos foram a doutrina dos direitos naturais (jusnaturalismo) e a filosofia da ilustração francesa. | As principais fontes filosóficas foram a filosofia platônica e o pensamento escolástico medieval, rejeitando o direito natural e a ilustração. | As duas fontes principais são a doutrina dos direitos naturais e a filosofia da ilustração francesa. | | |
| Ciência Política | Pág 234 | Cap. 10 – O Estado Constitucional | Hobbes defendia que o homem renuncia à totalidade de suas liberdades em favor do soberano ao fazer o pacto social, devido à sua concepção negativa do estado de natureza. | Hobbes defendia, assim como Locke e Rousseau, que o homem conserva um conjunto de liberdades inalienáveis, mesmo após o pacto social. | Hobbes entendia que o homem renuncia à totalidade de suas liberdades ao realizar o pacto social. | | |
| Ciência Política | Pág 234 | Cap. 10 – O Estado Constitucional | Locke e Rousseau defendiam que o homem conserva um conjunto de liberdades (direitos naturais) que não podem ser absorvidas pelo poder estabelecido através do pacto social. | Locke e Rousseau defendiam a total renúncia das liberdades individuais em favor do soberano, pois consideravam o estado de natureza como anarquia. | Locke e Rousseau sustentam que o homem conserva, através do pacto social, um conjunto de liberdades que são anteriores ao Estado. | | |
| Ciência Política | Pág 235 | Cap. 10 – O Estado Constitucional | Montesquieu, em *O espírito das leis*, foi profundamente influenciado pelo constitucionalismo inglês, especialmente no que se refere à tripartição dos poderes (L, E, J). | Montesquieu rejeitou o modelo inglês, baseando sua teoria da tripartição de poderes unicamente na experiência da República Romana. | Montesquieu foi influenciado pelo constitucionalismo inglês, dedicando um capítulo de sua obra à "Constituição da Inglaterra". | | |
| Ciência Política | Pág 235 | Cap. 10 – O Estado Constitucional | Os fisiocratas, escola econômica do século XVIII, defendiam o *laissez faire* e a não intervenção do Estado, pois acreditavam em leis naturais que regem a sociedade. | Os fisiocratas defendiam a intervenção máxima do Estado na economia para proteger o comércio mercantilista e impedir a liberdade econômica. | Os fisiocratas acreditavam na ordem natural e defendiam a liberdade econômica (*laissez faire*), sendo contra a intervenção estatal. | | |
| Ciência Política | Pág 236 | Cap. 10 – O Estado Constitucional | Os direitos do homem, nas declarações revolucionárias, são os direitos naturais derivados da própria natureza humana (liberdade, propriedade, segurança). | Os direitos do homem, nas declarações revolucionárias, são os direitos que derivam da criação da comunidade política e da liberdade política (*liberdade-participação*). | Os direitos do homem são os direitos naturais, como a liberdade, a propriedade e a segurança. | | |
| Ciência Política | Pág 236 | Cap. 10 – O Estado Constitucional | Os direitos do cidadão derivam da criação da comunidade política através do pacto social e constituem liberdades de participação (liberdade política). | Os direitos do cidadão são anteriores ao Estado e existem independentemente do respeito aos direitos do homem. | Os direitos do cidadão derivam do pacto social e constituem liberdades de participação. | | |
| Ciência Política | Pág 236 | Cap. 10 – O Estado Constitucional | O princípio da legalidade pressupõe que a lei (expressão da vontade geral) é o único instrumento válido para estabelecer limites à liberdade individual. | O princípio da legalidade permite que os limites à liberdade sejam estabelecidos por regulamentos do Executivo ou por costumes sociais, independentemente da lei. | O princípio da legalidade supõe que a lei (vontade geral) é o único instrumento válido para limitar a liberdade, sendo esta limitada ao estritamente necessário. | | |
| Ciência Política | Pág 237 | Cap. 10 – O Estado Constitucional | O princípio da igualdade, nas declarações revolucionárias do século XVIII, tinha um significado claramente político, não se estendendo ao campo econômico ou social. | O princípio da igualdade nas declarações revolucionárias visava prioritariamente a eliminação das desigualdades econômicas e sociais. | O princípio da igualdade nas declarações revolucionárias tinha um significado político e não se estendia ao campo econômico ou social. | | |
| Ciência Política | Pág 237 | Cap. 10 – O Estado Constitucional | A crítica marxista levou à adjetivação do Estado de Direito, passando das versões liberal/burguesa (direitos de 1ª geração) para a versão social (direitos de 2ª geração). | A crítica marxista levou à eliminação total do conceito de Estado de Direito, que foi substituído pelo conceito de Ditadura do Proletariado. | A adjetivação do Estado de Direito (liberal, social, democrático) é fruto da crítica marxista e da incorporação de direitos de 2ª geração. | | |
| Ciência Política | Pág 237 | Cap. 10 – O Estado Constitucional | Na versão inglesa do Estado de Direito, os governantes unicamente podem realizar atos para os quais foram habilitados, submetendo o exercício do poder à lei. | Na versão inglesa, o Estado de Direito significa que os governantes podem realizar qualquer ato que considerem oportuno, desde que não seja expressamente proibido. | No Estado de Direito, os governantes só podem realizar atos para os quais foram habilitados, submetendo o poder à lei. | | |
| Ciência Política | Pág 238 | Cap. 10 – O Estado Constitucional | A legitimidade que corresponde ao Estado liberal de direito é a que Max Weber denominou legitimidade de caráter racional. | Weber denominou a legitimidade do Estado liberal de direito como de caráter tradicional, baseada nos costumes e na hereditariedade. | A legitimidade do Estado liberal de direito é de caráter racional, segundo a classificação de Max Weber. | | |
| Ciência Política | Pág 238 | Cap. 10 – O Estado Constitucional | O Estado liberal tem como seus principais fundamentos de existência a Declaração dos Direitos, a separação dos poderes e o Estado de direito. | O Estado liberal baseou-se unicamente na Declaração dos Direitos, rejeitando a separação dos poderes e o Estado de direito como princípios autoritários. | Os principais fundamentos do Estado liberal são a Declaração dos Direitos, a separação dos poderes e o Estado de direito, que atuam como mecanismos de controle. | | |
| Ciência Política | Pág 239 | Cap. 10 – O Estado Constitucional | A ideia-força básica do liberalismo é a **liberdade**, enquanto a ideia que movimenta a democracia é a **igualdade** (direito de participação política). | A ideia-força básica do liberalismo é a igualdade política, enquanto a ideia que movimenta a democracia é a liberdade econômica. | A ideia básica do liberalismo é a liberdade, e a da democracia é a igualdade (de participação política). | | |
| Ciência Política | Pág 240 | Cap. 10 – O Estado Constitucional | A vontade da maioria, para John Locke, está limitada pelo respeito aos direitos individuais, pois a sociedade política foi constituída para garanti-los. | Para Locke, a vontade da maioria se converte em vontade geral, que não pode ser limitada pelos direitos individuais, semelhante à visão de Rousseau. | Para Locke, a vontade da maioria se encontra limitada pelo respeito aos direitos individuais. | | |
| Ciência Política | Pág 240 | Cap. 10 – O Estado Constitucional | O Estado liberal se democratizou pela paulatina implantação do sufrágio universal, permitindo a convivência dos princípios de liberdade e igualdade. | O Estado liberal nunca se democratizou, pois a implantação do sufrágio universal resultou no fim do liberalismo. | O Estado liberal foi se democratizando pela implantação gradual do sufrágio universal, permitindo a convivência entre liberdade e igualdade. | | |
| Ciência Política | Pág 240 | Cap. 10 – O Estado Constitucional | O desdobramento do Estado liberal-democrático, com a incorporação de demandas sociais, conduziu ao Estado do bem-estar social (*welfare State*). | O Estado do bem-estar social (*welfare State*) surgiu como uma regressão ao absolutismo, rejeitando totalmente os princípios liberais. | A incorporação de novas demandas sociais e a democratização do Estado liberal conduziram ao *welfare State*. | | |
| Ciência Política | Pág 241 | Cap. 10 – O Estado Constitucional | O Estado do bem-estar social intervém na economia para manter renda e emprego e presta serviços públicos universais (saúde, educação, previdência), vistos como direito. | O Estado do bem-estar social se abstém de intervir na economia, limitando-se a prestar serviços de caridade para uma minoria pobre. | O Estado do bem-estar social intervém na economia e presta serviços universais, vistos como um direito, não caridade. | | |
| Ciência Política | Pág 241 | Cap. 10 – O Estado Constitucional | O Estado social foi uma resposta do capitalismo ao avanço do comunismo e uma tentativa de adaptação do Estado liberal às novas condições sociais da expansão industrial. | O Estado social surgiu como um modelo puramente socialista, sem relação com as crises capitalistas ou com a necessidade de frear o comunismo. | O Estado social foi uma resposta do capitalismo ao comunismo e uma adaptação do Estado liberal às novas condições sociais da industrialização. | | |
| Ciência Política | Pág 241 | Cap. 10 – O Estado Constitucional | A denominação Estado do bem-estar social refere-se, basicamente, a uma dimensão da política estatal (finalidade de bem-estar social), mensurável por índices e orçamentos. | A denominação Estado do bem-estar social se refere à totalidade da configuração estatal, incluindo problemas gerais do sistema. | O Estado do bem-estar social se refere à dimensão da política estatal que tem por finalidade o bem-estar social e é mensurável. | | |
| Ciência Política | Pág 242 | Cap. 10 – O Estado Constitucional | A adoção da política econômica keynesiana após a Segunda Guerra Mundial visava superar a crise através de métodos democráticos, aumentando a capacidade aquisitiva das massas. | A política keynesiana, adotada após a Segunda Guerra, visava à eliminação dos métodos democráticos e à estatização total dos meios de produção. | A solução keynesiana visava superar a crise através de métodos democráticos, aumentando a capacidade aquisitiva das massas. | | |
| Ciência Política | Pág 243 | Cap. 10 – O Estado Constitucional | O Estado social assume que a sociedade não consegue autorregular-se, e somente a ação estatal pode neutralizar os efeitos negativos do desenvolvimento econômico descontrolado. | O Estado social se caracteriza pela máxima separação entre Estado e sociedade, incentivando a total autorregulação social. | O Estado social diminui a separação entre Estado e sociedade e assume que somente a ação estatal pode neutralizar os efeitos negativos da ausência de controle. | | |
| Ciência Política | Pág 243 | Cap. 10 – O Estado Constitucional | O principal instrumento jurídico do Estado social é o sistema tributário, que permite a distribuição de rendas para atender às crescentes necessidades de serviços sociais. | O principal instrumento jurídico do Estado social é o voto de censura parlamentar, que garante a distribuição de rendas e serviços. | O instrumento jurídico fundamental do Estado social é o sistema tributário, utilizado para a distribuição de rendas. | | |
| Ciência Política | Pág 243 | Cap. 10 – O Estado Constitucional | A Constituição brasileira de 1988 define o Estado como democrático de direito e pode ser identificada como um Estado social pelo conteúdo de seus Direitos Sociais (Capítulo II). | A Constituição de 1988 não pode ser identificada como um Estado social, pois se restringe aos princípios do Estado liberal, sem garantias sociais explícitas. | A Constituição brasileira de 1988, ao consagrar os Direitos Sociais (Art. 6º a 11), pode ser identificada como um Estado social. | | |
