| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Ciência Política | Pág 181 | Cap. 8 – Princípios do Estado Democrático | A governabilidade está associada à eficácia e à legitimidade, sendo que a legitimidade de um governo está diretamente ligada à sua eficácia no atendimento das demandas da sociedade. | A governabilidade depende unicamente da legitimidade formal obtida nas urnas, sendo a eficácia no atendimento das demandas um fator irrelevante. | A governabilidade está associada a eficácia e legitimidade, sendo que a legitimidade do governo está associada à sua eficácia no atendimento das demandas. | | |
| Ciência Política | Pág 181 | Cap. 8 – Princípios do Estado Democrático | Nos Estados democráticos, as eleições buscam cumprir a função de legitimação racional do poder político, revestindo o poder de autoridade através de um rito periódico. | As eleições democráticas têm uma função meramente simbólica, sem a capacidade de conferir legitimação racional ao poder político. | As eleições buscam cumprir a função de legitimação racional do poder político, revestindo o poder de autoridade. | | |
| Ciência Política | Pág 182 | Cap. 8 – Princípios do Estado Democrático | O sufrágio é o poder reconhecido a um corpo de cidadãos de participar, direta ou indiretamente, na soberania e na gestão da vida pública. | O sufrágio é o direito exclusivo do governante de impor a sua vontade, e não um poder de participação dos cidadãos. | Sufrágio é o poder de participar direta ou indiretamente na soberania e na gestão da vida pública. | | |
| Ciência Política | Pág 182 | Cap. 8 – Princípios do Estado Democrático | Denomina-se votação quando o povo se serve do sufrágio para decidir sobre um assunto (democracia semidireta), e eleição quando se emprega o sufrágio para designar representantes (democracia indireta). | Os termos votação e eleição são sinônimos, referindo-se ambos ao ato de decidir sobre um assunto de governo. | Votação é usada quando o povo decide sobre um assunto; eleição, quando o povo designa representantes. | | |
| Ciência Política | Pág 182 | Cap. 8 – Princípios do Estado Democrático | O sufrágio universal determina que os cidadãos possuam o direito de voto e elegibilidade sem exclusões politicamente significativas motivadas por sexo, raça, riqueza, profissão ou religião. | O sufrágio universal é limitado para excluir grandes grupos sociais com base na riqueza e no nível educacional, contanto que essa exclusão seja feita por lei. | O sufrágio universal proíbe exclusões politicamente significativas motivadas por raça, sexo, religião, riqueza ou nível educacional. | | |
| Ciência Política | Pág 183 | Cap. 8 – Princípios do Estado Democrático | O sufrágio desigual ocorria na Inglaterra até 1948, quando se permitia que um indivíduo votasse em mais de um distrito eleitoral caso tivesse vínculos com todos eles. | O sufrágio desigual é baseado no princípio de "uma pessoa, um voto", não sendo permitido que um indivíduo vote em mais de um distrito eleitoral. | O sufrágio desigual ocorria na Inglaterra até 1948, permitindo que um indivíduo votasse em mais de um distrito eleitoral. | | |
| Ciência Política | Pág 183 | Cap. 8 – Princípios do Estado Democrático | As eleições indiretas são aquelas em que um colégio eleitoral restrito escolhe os titulares dos cargos, diminuindo a importância do eleitorado. | As eleições indiretas aumentam a importância do eleitorado na escolha, pois este participa de todas as fases, do início ao fim do processo. | Nas eleições indiretas, um colégio eleitoral restrito escolhe os titulares, diminuindo a importância do eleitorado. | | |
| Ciência Política | Pág 183 | Cap. 8 – Princípios do Estado Democrático | No Brasil, o voto não era secreto até 1930, sendo conhecido como "voto de cabresto", pois o voto aberto permitia barganha eleitoral e intimidação. | O voto de cabresto era o voto secreto introduzido em 1930, que eliminou a barganha eleitoral e a intimidação. | No Brasil, o voto era aberto (não secreto) até 1930, permitindo a intimidação e a barganha eleitoral ("voto de cabresto"). | | |
| Ciência Política | Pág 183 | Cap. 8 – Princípios do Estado Democrático | Sufrágio censitário é aquele em que o direito de voto é outorgado somente àqueles que preenchem determinadas condições econômicas, como uma renda mínima. | Sufrágio censitário é aquele em que o direito de voto é outorgado a todos, independentemente de renda, raça ou nível educacional. | O sufrágio censitário restringe o direito de voto a quem preenche determinadas condições econômicas, como uma determinada renda. | | |
| Ciência Política | Pág 184 | Cap. 8 – Princípios do Estado Democrático | O sistema eleitoral majoritário expressa a ideia de que quem ganha a maioria de votos ganha a eleição e tudo que está em jogo (o vencedor leva tudo). | O sistema eleitoral majoritário visa a distribuir a representação política de modo proporcional ao número de votos obtidos por cada candidatura. | O sistema de eleição majoritária expressa a ideia de que quem ganha a maioria dos votos ganha a eleição e tudo o que está em jogo. | | |
| Ciência Política | Pág 184 | Cap. 8 – Princípios do Estado Democrático | O sistema eleitoral proporcional valoriza o papel dos partidos políticos, buscando que a representação se distribua na proporção dos votos obtidos por cada formação política. | O sistema proporcional é aquele que minimiza a importância dos partidos, focando unicamente na eleição direta e majoritária dos candidatos individuais. | O sistema proporcional sustenta-se na estrutura partidária de representação política e valoriza o papel dos partidos. | | |
| Ciência Política | Pág 184 | Cap. 8 – Princípios do Estado Democrático | A implantação de um sistema eleitoral nunca é neutra, pois está sempre alinhada com interesses específicos que procuram minimizar as possibilidades de perda de poder real. | A escolha de um sistema eleitoral (majoritário ou proporcional) é uma prática política neutra, desvinculada de qualquer interesse específico dos atores políticos. | A implantação de um sistema eleitoral nunca é neutra, pois há sempre interesses específicos procurando estabelecê-lo de forma a minimizar a perda de poder. | | |
| Ciência Política | Pág 187 | Cap. 8 – Princípios do Estado Democrático | Um dos sinais da crise da representação política é a diminuição do papel do Parlamento, que deixou de ser o principal centro de articulação de políticas do Estado, sendo substituído pelo Executivo. | O Parlamento é o único centro de articulação de políticas no Estado Democrático Liberal, sendo o Poder Executivo totalmente subordinado. | O Parlamento deixou de ser o principal centro de articulação de políticas do Estado, sendo substituído pelo Poder Executivo. | | |
| Ciência Política | Pág 187 | Cap. 8 – Princípios do Estado Democrático | Os movimentos sociais surgiram nas últimas décadas do século XX como novos atores, apresentando maior credibilidade para encaminhar propostas do que os partidos políticos tradicionais. | Os partidos políticos tradicionais mantiveram seu papel como instrumentos mais adequados para levar as demandas da sociedade ao Estado, sem o surgimento de novos atores críveis. | Os movimentos sociais surgiram com maior credibilidade para encaminhar propostas do que os partidos, devido à crise de representação. | | |
| Ciência Política | Pág 188 | Cap. 8 – Princípios do Estado Democrático | Um tipo de partido que surgiu no final do século XX é aquele formado unicamente para lançar determinados candidatos, utilizando métodos do âmbito empresarial, como o marketing político. | Os partidos políticos do final do século XX retornaram ao modelo tradicional de ideologia de classe, abandonando métodos empresariais como o marketing político. | Surgiram partidos formados unicamente para lançar candidatos, utilizando métodos como marketing político e rede de agências de publicidade. | | |
