| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Ciência Política | Pág 161 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | No parlamentarismo, o Parlamento pode aplicar o voto de censura à política do governo, e o Executivo pode dissolver a assembleia e convocar novas eleições. | No parlamentarismo, apenas o Parlamento possui o poder de demitir o governo, e o Executivo não tem competência para dissolver o Parlamento. | O controle recíproco é mantido pela dissolução da assembleia (Executivo) ou pelo voto de censura (Assembleia), garantindo que nenhum poder tenha mandato de prazo fixo. | | |
| Ciência Política | Pág 161 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | O sistema de governo parlamentar é baseado num poder tripartite: eleitorado (legitimidade), Parlamento (representatividade) e Executivo (operacionalidade). | O parlamentarismo é baseado unicamente no Executivo e no Parlamento, sendo o eleitorado irrelevante após a votação. | O sistema parlamentar é baseado num poder tripartite que inclui o eleitorado (legitimidade), o Parlamento (representatividade) e o Executivo (operacionalidade). | | |
| Ciência Política | Pág 161 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | No parlamentarismo, o chefe de governo (primeiro-ministro, chanceler) tem a seu encargo a direção política e administrativa, enquanto o chefe de Estado simboliza a unidade nacional. | No parlamentarismo, o chefe de Estado (Rei ou Presidente) é o único que dirige a política e a administração, sendo o primeiro-ministro uma figura meramente simbólica. | O chefe de governo dirige a política e a administração, e o chefe de Estado simboliza a unidade nacional e a continuidade do sistema político. | | |
| Ciência Política | Pág 162 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | A chefia de Estado no parlamentarismo é concebida como apartidária, carente de *potestas* (poder efetivo) e com a função de integração política e moderação. | A chefia de Estado parlamentar é partidarista, possui *potestas* e seu principal poder é a direção política e administrativa do país. | A chefia de Estado é carente de *potestas* (poder efetivo), apartidária, e tem a função de integração e moderação, simbolizando a unidade nacional. | | |
| Ciência Política | Pág 162 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | No parlamentarismo, busca-se menos legitimar politicamente o chefe de Estado pela vontade do povo e mais garantir o consenso e fomentar seu prestígio (*auctoritas*). | O principal objetivo da chefia de Estado parlamentar é legitimar politicamente o indivíduo a partir da vontade popular expressa em voto direto. | O papel da chefia de Estado é garantir o consenso e fomentar seu prestígio (*auctoritas*), servindo como ponto de referência integrador. | | |
| Ciência Política | Pág 162 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | O governo (órgão colegiado) no parlamentarismo não pode existir nem subsistir sem a confiança do Parlamento, em virtude do princípio da responsabilidade política. | No parlamentarismo, o governo é totalmente independente da confiança do Parlamento e não tem responsabilidade política perante ele. | O governo se legitima pelo apoio parlamentar, e sua subsistência depende da confiança do Parlamento. | | |
| Ciência Política | Pág 162-163 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | O voto de confiança é de iniciativa governamental para reafirmar sua legitimidade, e a moção de censura é de iniciativa do Parlamento (oposição) para forçar a demissão do governo. | O voto de confiança é um instrumento da oposição parlamentar, e a moção de censura é de iniciativa governamental. | O voto de confiança é iniciativa governamental; a moção de censura é instrumento do Parlamento, e a derrota do governo em qualquer dos casos implica demissão. | | |
| Ciência Política | Pág 163 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | O sistema presidencialista é fruto de reflexão e tem origem racional, inspirado na teoria da separação de poderes de Montesquieu. | O sistema presidencialista surgiu de maneira empírica e consuetudinária, sendo uma evolução direta do parlamentarismo inglês. | O sistema presidencialista tem origem racional, inspirado na teoria de Montesquieu, e não em precedentes consuetudinários ou democráticos. | | |
| Ciência Política | Pág 163 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | O presidencialismo se baseia na separação estrita entre o Executivo e o Legislativo, com independência recíproca entre os órgãos institucionais. | O presidencialismo se baseia na fusão dos Poderes Executivo e Legislativo, onde o presidente e seus ministros fazem parte do Congresso. | O presidencialismo caracteriza-se pela separação estrita entre Executivo e Legislativo, com independência recíproca. | | |
| Ciência Política | Pág 164 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | O presidente no presidencialismo goza de independência de origem (eleito pelo povo) e de exercício (mandato fixo), não podendo ser interrompido por razões políticas. | O presidente goza de independência de origem, mas seu mandato de prazo fixo pode ser interrompido a qualquer momento por razões políticas através de voto de censura do Congresso. | O presidente goza de independência de origem e de exercício (mandato não pode ser interrompido por razões políticas), embora possa ser interrompido por razões jurídico-criminais. | | |
| Ciência Política | Pág 164 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | A separação estrita de poderes no presidencialismo (independência recíproca) gera o risco de enfrentamento, podendo dificultar a unidade de decisão. | A estrita separação de poderes no presidencialismo garante automaticamente a unidade de decisão e elimina o risco de conflito entre os poderes. | A separação estrita de poderes carrega o risco de enfrentamento, podendo impedir ou dificultar a unidade de decisão. | | |
| Ciência Política | Pág 165 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | No parlamentarismo do Império brasileiro, o Poder Moderador, exercido por D. Pedro II, era quem escolhia o presidente do Conselho, numa inversão do modelo inglês. | No Império, o Poder Moderador estava nas mãos do Parlamento, que escolhia o presidente do Conselho e dissolvia o Executivo, seguindo a tradição inglesa. | O modelo brasileiro conferia poder ao imperador através do Poder Moderador, que escolhia o Executivo, numa inversão do modelo inglês. | | |
| Ciência Política | Pág 166 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | O parlamentarismo aprovado em 1961 (Emenda Constitucional nº 4) surgiu como uma medida para contornar uma crise política, diminuindo os poderes do Presidente da República (Jango). | O sistema parlamentarista de 1961 surgiu de uma aspiração legítima da sociedade brasileira, com o intuito de fortalecer o presidente João Goulart. | O sistema parlamentarista de 1961 surgiu como medida para contornar uma crise política e diminuir os poderes do Presidente da República. | | |
| Ciência Política | Pág 167 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | Segundo Aristóteles, a democracia é uma forma impura de governo, surgindo quando a maioria do povo governa unicamente em benefício dos mais necessitados. | Aristóteles considerava a democracia como a forma pura ideal de governo, pois atendia ao bem-estar geral, sendo a tirania a forma impura. | Para Aristóteles, quando a maioria governa em benefício próprio (dos mais necessitados), surge a democracia como forma impura. | | |
| Ciência Política | Pág 167 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | O governo monárquico, para Montesquieu, é aquele em que um só governa, mas de acordo com leis fixas e estabelecidas. | Para Montesquieu, o governo monárquico, assim como o despótico, realiza tudo por sua vontade e capricho, sem obedecer a leis ou regras. | A monarquia governa de acordo com leis fixas e estabelecidas, enquanto o governo despótico não obedece a leis e regras. | | |
| Ciência Política | Pág 167 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | A autocracia designa um sistema de governo autoritário no qual a vontade de uma única pessoa é a lei suprema. | A autocracia se diferencia da oligarquia por ser o exercício do poder por um pequeno grupo de pessoas identificadas por uma ideologia. | A autocracia designa o sistema no qual a vontade de uma única pessoa é a lei suprema, sendo o exercício do poder por poucos a oligarquia. | | |
| Ciência Política | Pág 168 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | A ditadura é uma forma de governo na qual o poder se concentra em torno de um único indivíduo ou grupo, que controla os três poderes do Estado, estabelecendo um governo de fato. | A ditadura se caracteriza por um governo de *jure*, onde há uma separação estrita dos três poderes, mantendo-se a vigência plena da Constituição. | A ditadura é um governo de fato com poderes extraordinários e não constitucionais, que concentra o poder, controlando os três poderes do Estado. | | |
| Ciência Política | Pág 168 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | A democracia, em sentido estrito, é um sistema político que permite o funcionamento do Estado, no qual as decisões coletivas são adotadas pelo povo através de mecanismos de participação que conferem legitimidade ao representante. | A democracia, em sentido estrito, é uma forma de convivência social baseada no domínio da força e no controle total do processo de tomada de decisões por uma elite. | A democracia, em sentido estrito, é um sistema político onde as decisões coletivas são adotadas pelo povo através de mecanismos de participação que conferem legitimidade. | | |
| Ciência Política | Pág 168 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | A democracia direta é a forma na qual os cidadãos podem participar diretamente do processo de tomada de decisões, sem a intermediação de um representante. | A democracia direta é a forma mais comum nos grandes Estados modernos, e só é possível através da intermediação de um representante eleito. | A democracia direta permite que os cidadãos participem diretamente, sem a intermediação de um representante, sendo que o Brasil contempla mecanismos como plebiscito e iniciativa popular. | | |
| Ciência Política | Pág 169 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | Na monarquia absoluta, a fonte dos poderes Executivo e Legislativo é o mesmo soberano, e não existem mecanismos pelos quais o governo responde por seus atos. | Na monarquia absoluta, o poder do rei é estritamente limitado pelo Legislativo e o Judiciário, e o governo responde integralmente por todos os seus atos. | Na monarquia absoluta, não existe divisão de poderes, sendo o rei a fonte de todos eles, e não há mecanismos para que o governo responda por seus atos. | | |
| Ciência Política | Pág 169 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | A monarquia parlamentar é a forma de governo na qual o rei exerce a função de chefe do Estado sob o controle do Legislativo e do Executivo (Governo), e seus poderes são limitados. | Na monarquia parlamentar, o monarca exerce a função de chefe de governo e possui poderes absolutos, não estando sob o controle do Legislativo. | Na monarquia parlamentar, o rei exerce a função de chefe de Estado, e seus poderes estão bastante limitados e divididos, sob o controle do Legislativo e do Executivo. | | |
| Ciência Política | Pág 170 | Cap. 7 – As formas de Estado e o Exercício do Poder Político | A teocracia é a forma de governo na qual os líderes governamentais são os mesmos líderes da religião dominante, e as políticas governamentais são muito influenciadas pelos princípios religiosos. | A teocracia é sinônimo de Estado confessional, onde o governante não é o líder religioso, mas apenas um partidário da religião dominante. | Na teocracia, os líderes governamentais são os mesmos líderes da religião dominante, e as políticas são idênticas ou muito influenciadas pelos princípios religiosos. | | |
