| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Segundo Norberto Bobbio, o poder ideológico é baseado na influência de ideias e saber, sendo importante para a coesão e integração do grupo. | Para Bobbio, o poder ideológico é unicamente baseado na posse de bens escassos, sendo a principal força de desintegração social. | O poder ideológico baseia-se na influência das ideias e dos valores, cumprindo o processo de socialização necessário à coesão do grupo. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | O poder político, para Bobbio, é baseado na posse dos instrumentos através dos quais se exerce a força física, sendo o poder coativo no sentido mais estrito da palavra. | O poder político, para Bobbio, é unicamente baseado na posse de bens necessários e escassos, sendo, portanto, um sinônimo de poder econômico. | O poder político é baseado na posse dos instrumentos para exercer a força física, como as armas. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Para Bobbio, os três tipos de poder social (econômico, ideológico e político) têm em comum a característica de instituir e manter uma sociedade de desiguais. | Os três tipos de poder social, conforme Bobbio, visam exclusivamente a criação de uma sociedade de estrita igualdade entre todos os indivíduos. | Os três tipos de poder (econômico, ideológico e político) têm a particularidade de dividirem a sociedade entre superiores e inferiores. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Sartori distingue *potestas* (poder como força e dominação) de *auctoritas* (poder como autoridade), sendo esta última um poder baseado na persuasão e prestígio. | Sartori afirma que *potestas* e *auctoritas* são sinônimos, referindo-se ambos ao poder de coagir. | Sartori distingue *potestas* (força) de *auctoritas* (autoridade/persuasão), que é a fórmula de poder da democracia. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | A democracia, para Sartori, tende a transformar o poder em autoridade (*auctoritas*), que é um poder que desperta e recebe apoio espontâneo. | Para Sartori, o ideal democrático é a conquista do poder (*potestas*) a fim de garantir a primazia da força sobre a persuasão. | A democracia é um sistema político que tende a transformar o poder em autoridade, baseada no apoio espontâneo. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Max Weber define poder como a probabilidade de impor a própria vontade numa relação social, mesmo contra resistências, e pode ter fundamentos tanto na legitimidade quanto na não legitimidade. | Max Weber restringe o conceito de poder à probabilidade de impor a vontade apenas quando essa imposição é totalmente aceita e legítima, excluindo qualquer resistência. | O poder, para Weber, inclui a probabilidade de impor a própria vontade, mesmo contra resistências, seja qual for o fundamento dessa probabilidade. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | O poder é ilegítimo quando exercido por indivíduo ou grupo que não é aceito pelos demais e impõe sua vontade mesmo havendo resistência. | O poder é ilegítimo apenas quando é exercido em conformidade com as leis, mas não possui instrumentos de coerção física. | O poder é ilegítimo quando é imposto contra a resistência, pois é exercido por um grupo social que não é aceito. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Uma das principais fontes de poder é a força, definida como o uso ou ameaça de coerção física, e o Estado moderno reserva para si o monopólio desse uso. | O uso da força é irrelevante para o poder no Estado moderno, pois seu monopólio pertence unicamente a grupos não estatais, como associações criminosas. | A força, o uso ou ameaça de coerção física, é uma das principais fontes de poder, e os Estados reservam a si o monopólio de seu uso. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Autoridade é a legitimação do poder através da incorporação de conteúdo jurídico e/ou moral, assentada sobre o consentimento durável dos membros da sociedade. | Autoridade é o direito de tomar decisões baseado unicamente na imposição arbitrária, sem a necessidade de consentimento moral ou jurídico. | Autoridade é a legitimação do poder por meio de conteúdo jurídico e/ou moral, que se assenta sobre o consentimento dos membros da sociedade. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Max Weber identificou três tipos de autoridade (ou dominação legítima): a burocrática (racional-legal), a tradicional e a carismática. | Max Weber identificou apenas dois tipos de autoridade: a moral e a econômica, sendo a carismática e a tradicional formas de poder ilegítimo. | Max Weber identificou as três bases clássicas da legitimidade: burocrática/racional, tradicional e carismática. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | A autoridade burocrática ou racional-legal é baseada no cargo formalmente instituído, sendo o princípio legitimador a lei (racionalidade), e é encontrada nos modernos Estados. | A autoridade burocrática ou racional-legal é legítima em função da crença no passado e na tradição sagrada, e não em função da lei ou do cargo. | A autoridade burocrática é legítima por estar de acordo com as leis ou regras escritas, sendo a lei o princípio legitimador. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Na dominação legal, obedece-se a ordens impessoais, objetivas e legalmente instituídas, sendo o tipo mais puro exercido por meio de um quadro administrativo burocrático. | A dominação legal impõe-se unicamente pela vontade pessoal do ocupante do cargo, não importando a legalidade da ordem ou o estatuto instituído. | A dominação legal se impõe por ordens impessoais, objetivas e legalmente instituídas, e o tipo mais puro se exerce por meio da burocracia. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | A dominação tradicional baseia-se na devoção a hábitos costumeiros e na crença na autoridade do “passado eterno”, obedecendo-se à pessoa nomeada pela tradição. | A dominação tradicional baseia-se na crença em dons pessoais e extraordinários do indivíduo, sendo, portanto, idêntica à dominação carismática. | A dominação tradicional se fundamenta no passado eterno, nos costumes santificados e na pessoa indicada pela tradição. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | A administração patrimonial é constituída pela autoridade tradicional, tratando os negócios de governo como uma extensão da casa do governante, comum em Estados despóticos. | A administração patrimonial é a forma mais pura da dominação legal, pois separa rigorosamente os negócios de governo dos interesses pessoais do governante. | A administração patrimonial, sob a autoridade tradicional, trata os negócios de governo como extensão de sua própria casa. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | A dominação carismática funda-se em dons pessoais e extraordinários (carisma) do indivíduo e, por derrubar o passado, é especificamente revolucionária, sendo também especificamente irracional. | A dominação carismática, por ser uma forma de dominação cotidiana, é especificamente racional e vinculada estritamente aos precedentes do passado. | A dominação carismática é extraordinária, especificamente irracional e revolucionária, pois derruba o passado e não se vincula a regras. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | O poder político possui como elemento distintivo a exclusividade do uso da força em relação a todos os grupos dentro de um determinado contexto social, caracterizando um processo de monopolização. | O elemento distintivo do poder político é a sua capacidade de delegar totalmente o uso da força, renunciando à sua exclusividade e ao monopólio da coação física. | O que caracteriza o poder político é a exclusividade do uso da força, um processo de monopolização da posse e do uso dos meios de coação física. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | O sistema político inclui todas as interações que afetam ou ameaçam o uso da força física legítima, e o poder do Estado é supremo em relação aos demais poderes da sociedade. | O sistema político se restringe apenas às interações econômicas e culturais, excluindo qualquer envolvimento com o uso da força física. | O poder político é o poder supremo, e o sistema político envolve interações que afetam o uso da força física legítima. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Nicolau Maquiavel, em *O Príncipe*, iniciou a moderna teoria política ao se aproximar de forma realista do poder, visando sua conquista e manutenção e afastando-o da moral e da ética. | Maquiavel defendia que o governante deveria sempre basear suas ações na ética e na teologia, pois estes são os únicos fundamentos duradouros para a manutenção do poder. | Maquiavel iniciou o realismo político, rompendo com a tradição medieval ao liberar a política das amarras da religião e da moral. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | Maquiavel argumenta que o governante não necessita possuir qualidades como ser piedoso ou íntegro, sendo suficiente que **aparente** possuí-las para consolidar seu poder. | Maquiavel afirma que as qualidades morais intrínsecas do governante são essenciais, e a mera aparência dessas qualidades é um erro que leva à queda do poder. | Para Maquiavel, o governante não necessita ter as qualidades, mas é suficiente que aparente possuí-las. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | A legitimidade relaciona o poder com um sistema de valores e crenças, pressupondo um acordo básico sobre a forma de governo justa, enquanto a legalidade o relaciona com o ordenamento legal. | A legitimidade é sinônimo de legalidade, pois um poder que age em conformidade com as leis é automaticamente justificado por qualquer sistema de valores. | Legitimidade relaciona o poder a valores/crenças; legalidade o relaciona ao ordenamento legal, e não devem ser confundidas. | | |
| Ciência Política | Cap 2 | Cap. 2 – A questão do Poder | No sistema político, somente a elite governante (os titulares do poder político) detém o poder político, enquanto as demais elites têm força política (capacidade de influenciar). | Todas as elites sociais (econômica, militar, sindical) possuem o poder político efetivo, e a elite governante é apenas uma minoria com pouca capacidade de decisão. | Somente a elite governante possui o poder político, sendo as demais elites detentoras de força política e capacidade de influenciar. | | |
