| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | A política, em um sentido conciliatório, é uma forma de governar nas sociedades divididas que busca a conciliação de diferentes interesses sem o uso indevido da violência. | A política é primariamente o uso inevitável e coercitivo da violência para impor o domínio violento de um grupo sobre o outro, sendo um mal necessário. | A conciliação é preferível à coerção, e a política não é um mal necessário, mas sim um bem realístico que busca o governo pacífico. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | Duverger defende que a política é ambivalente, sendo, ao mesmo tempo, instrumento de dominação de certas classes e um meio de assegurar uma certa ordem social para o bem comum. | Duverger argumenta que a política não é ambivalente; ela existe apenas como um instrumento exclusivo de dominação de classes, sem qualquer função de ordem social. | Duverger afirma que as duas faces (dominação e ordem social) coexistem sempre na política, variando apenas a proporção. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | Max Weber privilegia o entendimento da política como "a direção do agrupamento político hoje denominado 'Estado' ou a influência que se exerce em tal sentido". | Max Weber defendia que o conceito de política se restringe exclusivamente à política de descontos de um banco ou à política escolar de uma comunidade, excluindo o agrupamento "Estado". | Embora Weber reconheça o sentido amplo, ele privilegia o entendimento da política como a direção do Estado ou a influência nesse sentido. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | Para Hermann Heller, o conceito de político é mais amplo do que o de estatal, existindo grupos políticos dentro e entre os Estados, como partidos e a ONU. | Heller argumenta que o conceito de político e estatal são idênticos e limitados estritamente à organização e atuação autônoma da cooperação social em um território definido pelo Estado. | O conceito de político é mais amplo para Heller, englobando grupos intraestatais e interestatais que não são o próprio Estado, como a ONU. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | Nicolau Maquiavel, com *O Príncipe*, iniciou o realismo político ao postular a autonomia da política, afastando-a da teologia, da ética e da metafísica. | Maquiavel defendia que a política deveria ser pensada a partir de um horizonte metafísico e moral, retomando a tradição grega de vincular o político à ética. | Maquiavel liberou o pensamento político das amarras da teologia e da metafísica, focando nas relações de poder e sua conservação. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | Karl Marx contribuiu para a teoria política com sua visão materialista da história, que confere primazia ao econômico na explicação das mudanças que ocorrem na política e na cultura. | A principal contribuição de Karl Marx reside na primazia que ele atribuiu à superestrutura política e ideológica como o motor fundamental das mudanças históricas e sociais. | Marx defendia que as mudanças sociais ocorrem principalmente pelo desenvolvimento da infraestrutura econômica, não tanto pela superestrutura política e ideológica. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | Marvin Duverger conclui que a definição mais ampla da Ciência Política é a "ciência do poder sob todas as suas formas", embora reconheça que outras ciências sociais também estudam o poder. | Marvin Duverger conclui que a única definição aceitável para a Ciência Política é a de "ciência do Estado", pois o estudo do poder é domínio exclusivo da sociologia. | Duverger defende que a Ciência Política é a ciência do poder sob todas as suas formas, sendo esta a questão central, mas não um monopólio dela. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | Para Georges Burdeau, o objeto da ciência política é o estudo das relações de autoridade e obediência e seus efeitos, a fim de fornecer uma explicação coerente da estrutura das sociedades políticas. | Para Georges Burdeau, o objeto da ciência política deve ser unicamente a pesquisa do sistema de normas jurídicas puras, sem relação com as dinâmicas sociais de autoridade e obediência. | Burdeau afirma que a ciência política estuda as relações de autoridade e obediência e seus efeitos no comportamento humano para explicar as sociedades políticas. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | Em 1948, a UNESCO, buscando definir o campo da ciência política, listou quatro grandes áreas: Teoria Política; Instituições Políticas; Partidos, Grupos e Opinião Pública; e Relações Internacionais. | Em 1948, a UNESCO obteve um consenso pleno de que a Ciência Política deveria focar exclusivamente nas Relações Internacionais e na História das Ideias Políticas, ignorando as instituições internas. | A UNESCO listou quatro grandes áreas, incluindo Teoria Política, Instituições Políticas e a dinâmica de Partidos/Grupos, além de Relações Internacionais, devido à falta de consenso. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | O sistema político é geralmente associado ao uso da força física legítima nas sociedades e inclui todas as interações que afetam ou ameaçam o uso dessa força legítima. | O conceito de sistema político restringe o estudo dos fenômenos políticos unicamente às organizações governamentais formais (legislativos, cortes), excluindo grupos familiares ou sociais. | O sistema político inclui não só organizações governamentais, mas todas as estruturas (inclusive grupos familiares e sociais) em seus aspectos políticos que afetam o uso da força física legítima. | | |
| Ciência Política | Cap 1 | Cap. 1 - Introdução à Ciência Política | No idioma inglês, o termo *Polity* refere-se à política como sistema político e estrutura (instituições e normas), enquanto *Policy* refere-se à ação ou linha de conduta do governo. | No idioma inglês, *Policy* refere-se ao conjunto de interações e estratégias entre atores para alcançar objetivos, e *Politics* refere-se à ação do governo e realocação de recursos. | *Policy* é a ação do governo (linha de conduta); *Politics* são as interações/estratégias; *Polity* é o sistema/estrutura. | | |
