| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Ciência Política | Pág 134 | Cap. 5 – Soberania Estatal | As teorias políticas de Grocio estão baseadas principalmente no direito natural, no *jus gentium* (direito das gentes) e na soberania dos Estados. | Grocio rejeitou a influência do direito natural e do *jus gentium*, baseando suas doutrinas unicamente no direito positivo dos Estados absolutistas. | As teorias de Grocio baseiam-se no direito natural, no *jus gentium* e na soberania dos Estados. | | |
| Ciência Política | Pág 134 | Cap. 5 – Soberania Estatal | Para Grocio, o Estado é uma sociedade perfeita de homens livres que tem por objeto a regulação do direito e o bem-estar comum. | Grocio definiu o Estado como uma sociedade imperfeita de homens escravos, cujo único objetivo é a manutenção da guerra e da anarquia. | Grocio define o Estado como uma sociedade perfeita de homens livres que busca a regulação do direito e o bem-estar comum. | | |
| Ciência Política | Pág 134 | Cap. 5 – Soberania Estatal | Grocio combateu as doutrinas da soberania popular e repudiou o direito de resistência, defendendo que o povo tem o dever de obediência após eleger seu governo. | Grocio foi um forte defensor da soberania popular e do direito inalienável de resistência do povo contra o soberano, mesmo após a escolha do governo. | Grocio combateu a soberania popular, defendendo que o povo deve obediência ao governo eleito e repudiando o direito de resistência. | | |
| Ciência Política | Pág 135 | Cap. 5 – Soberania Estatal | A Carta das Nações Unidas consagra o princípio da igualdade soberana de todos os seus membros e declara a não intervenção em assuntos que dependam essencialmente da jurisdição de qualquer Estado. | A Carta da ONU estabelece a hierarquia dos Estados, permitindo a intervenção em assuntos essenciais à jurisdição de qualquer membro sempre que houver divergência. | A Carta da ONU consagra a igualdade soberana dos membros e a não intervenção em assuntos que dependam essencialmente da jurisdição estatal. | | |
| Ciência Política | Pág 135 | Cap. 5 – Soberania Estatal | A ONU só aceita a integração de Estados soberanos, sendo que comunidades com governo, mas sem soberania sobre seu território (como o povo palestino), não são aceitas como membros plenos. | A ONU aceita como membros plenos qualquer comunidade que possua um governo e um povo, independentemente de possuírem soberania sobre seu território. | A ONU é integrada por Estados soberanos, e comunidades sem soberania sobre seu território não são aceitas na organização. | | |
| Ciência Política | Pág 135-136 | Cap. 5 – Soberania Estatal | O direito de independência dos Estados implica exclusividade, autonomia e competência plena, sendo a intervenção ilícita individual ou coletiva uma ingerência ilícita. | O direito de independência dos Estados permite a intervenção ilícita individual ou coletiva no território de outro Estado sem configurar violação de soberania. | O direito de independência implica exclusividade e autonomia; a intervenção individual ou coletiva no território de outro Estado é ingerência ilícita. | | |
| Ciência Política | Pág 136 | Cap. 5 – Soberania Estatal | A soberania somente existe na medida em que se atribui, com caráter exclusivo, à esfera territorial onde o poder é exercido, mostrando o caráter essencial de territorialidade da soberania. | O caráter essencial da soberania é a desterritorialização, sendo o âmbito de atuação do poder estatal completamente desvinculado do espaço físico. | A soberania exige o caráter exclusivo da esfera territorial onde o poder é exercido, mostrando a essencialidade da territorialidade. | | |
| Ciência Política | Pág 136 | Cap. 5 – Soberania Estatal | A organização do poder através da distribuição territorial das competências dá origem às formas de Estado (unitário ou federal), enquanto a distribuição de funções em órgãos cria as formas de governo. | As formas de Estado dependem da fixação de um sistema de órgãos para exercer funções (Monarquia, República), e as formas de governo dependem da distribuição territorial da jurisdição. | A organização do poder do ponto de vista territorial define as formas de Estado (unitário ou federal), e a organização de órgãos define as formas de governo. | | |
| Ciência Política | Pág 136 | Cap. 5 – Soberania Estatal | No Estado unitário em sua forma pura, o território se apresenta como uma esfera unificada e jurisdição única de um único organismo. | O Estado unitário se caracteriza pela total distribuição de competências políticas entre diferentes partes do território, com ampla autonomia regional. | O Estado unitário puro tem o território como esfera unificada e jurisdição única de um único organismo. | | |
| Ciência Política | Pág 137 | Cap. 5 – Soberania Estatal | O conceito clássico de soberania é questionado atualmente devido a um duplo processo: de âmbito supranacional (ordem internacional) e infranacional (crescente importância de cidades e ONGs). | O conceito clássico de soberania é inquestionável na atualidade, pois apenas o Estado Nacional continua sendo o único ator político relevante no cenário global. | O questionamento da soberania hoje tem dupla origem: supranacional (limitações internacionais) e infranacional (importância crescente de novos atores políticos). | | |
| Ciência Política | Pág 127 | Cap. 5 – Soberania Estatal | O questionamento da soberania estatal na ordem internacional deve-se à afirmação de que a supremacia corresponde à ordem jurídica internacional, e não à ordem jurídica criada pelo Estado. | A supremacia jurídica da ordem internacional é plenamente aceita hoje em dia, e não existe mais discussão sobre a supremacia da ordem jurídica criada pelos Estados. | O questionamento atual da soberania se deve ao deslocamento da ideia de supremacia jurídica para a ordem internacional. | | |
| Ciência Política | Pág 130 | Cap. 5 – Soberania Estatal | A concepção moderna de soberania proposta por Bodin é de natureza pessoal e subjetiva, assentada sobre o príncipe, na aristocracia ou no povo, sendo este poder ilimitado por estar "acima das leis". | A concepção de soberania de Bodin é impessoal e objetiva, assentada unicamente na Constituição, sendo este poder sempre limitado pelas leis ordinárias. | A concepção de Bodin é pessoal e subjetiva, assentando-se sobre um indivíduo ou corpo, e é ilimitado por estar "acima das leis", submetido apenas à lei divina e natural. | | |
| Ciência Política | Pág 133 | Cap. 5 – Soberania Estatal | Bodin, através de sua metodologia, diferencia direito e moral, mas admite que a justiça e o direito são postulados essenciais da ciência política, e o soberano está sujeito à lei natural e a fins morais. | Bodin defendia a total separação entre direito e moral, argumentando que o soberano, por ser a fonte do direito, não precisava se guiar por fins morais ou pela lei natural. | Bodin, embora diferencie direito e moral, admite a lei natural e os fins éticos como condicionantes da atividade dos governos. | | |
