| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| Ciência Política | Pág 52 | Cap. 3 – O conceito de Estado | A soberania é o traço mais peculiar do Estado, sendo o elemento que o diferencia de outras formas de organização política. | A soberania é uma característica secundária do Estado, sendo a organização política complexa o traço mais peculiar. | A soberania é o traço mais peculiar do Estado, diferenciando-o das outras formas de organização política. | | |
| Ciência Política | Pág 53 | Cap. 3 – O conceito de Estado | Segundo Duverger, o Estado possui a organização política mais aperfeiçoada entre todas as comunidades humanas. | Duverger argumenta que o Estado moderno possui uma organização política mais simples e menos hierarquizada do que as comunidades tribais primitivas. | Duverger afirma que o Estado possui a organização política mais aperfeiçoada, com maior divisão de trabalho e hierarquia dos órgãos. | | |
| Ciência Política | Pág 54 | Cap. 3 – O conceito de Estado | Groppali define o Estado como a "pessoa jurídica soberana, constituída de um povo organizado sobre um território sob o comando de um poder supremo". | Segundo Groppali, o Estado se define unicamente como uma ordenação jurídica (sistema de normas), excluindo o território e o povo de seus elementos constitutivos. | Groppali sintetiza o Estado a partir de seus elementos constitutivos, incluindo povo, território, e poder supremo, sendo uma pessoa jurídica soberana. | | |
| Ciência Política | Pág 60 | Cap. 3 – O conceito de Estado | O surgimento do Estado moderno está ligado à despersonalização do poder político e à separação entre a vida pública e a vida privada. | Nas sociedades grega e romana, a distinção entre vida pública e privada já era bem estabelecida, o que facilitou o surgimento do Estado moderno. | O Estado moderno surge com a despersonalização do poder e a separação entre público e privado, que era inconcebível na Antiguidade grega e romana. | | |
| Ciência Política | Pág 60 | Cap. 3 – O conceito de Estado | O sistema feudal se caracterizava pela dispersão de poderes e a ausência de uma relação direta entre o poder público e o cidadão. | O sistema feudal caracterizava-se pela alta centralização de poder nas mãos do Rei, que tinha acesso direto aos tributos e ao serviço militar dos camponeses. | O feudalismo se baseava na dispersão de poderes, na mediação dos estamentos e na ausência de relação direta entre o poder público e o cidadão. | | |
| Ciência Política | Pág 62 | Cap. 3 – O conceito de Estado | A centralização e unidade do poder político, superando o pluralismo de poderes medieval, é um traço essencial do Estado moderno. | O Estado moderno se distingue pela manutenção do pluralismo de poderes característico do feudalismo e pela descentralização dos instrumentos militares e tributários. | O que distinguiu o novo modelo político do Estado moderno foi a centralização do poder, oposta ao pluralismo feudal. | | |
| Ciência Política | Pág 62 | Cap. 3 – O conceito de Estado | A criação de um exército permanente, uma burocracia profissional e um sistema de tributos foram fatores que permitiram a monopolização do poder pelo Estado moderno. | A monopolização do poder foi facilitada pela dissolução dos exércitos permanentes e pela redução da burocracia, aumentando a dependência do Rei em relação aos senhores feudais. | A criação de exército permanente, burocracia e tributos permitiu a centralização e monopolização do poder, tornando o rei independente dos senhores feudais. | | |
| Ciência Política | Pág 63 | Cap. 3 – O conceito de Estado | O Estado absolutista, no plano político, eliminou os centros de autoridade autônoma (cidades, cortes) para impor uniformidade legislativa e administrativa. | O Estado absolutista, no plano político, fomentou o pluralismo orgânico, incentivando a autonomia funcional das corporações e das cidades. | O Estado absolutista destruiu o pluralismo orgânico, eliminando centros de autoridade autônoma e unificando a administração. | | |
| Ciência Política | Pág 63 | Cap. 3 – O conceito de Estado | No plano jurídico, o Estado absolutista detém o monopólio da produção de normas, pois não reconhece um direito acima de si que possa limitar sua vontade. | O Estado absolutista era limitado juridicamente pelo poder papal e pela lei natural, que o impediam de ter o monopólio da produção normativa. | O Estado absolutista afirma o monopólio da produção de normas jurídicas, não reconhecendo direito vigente acima do Estado. | | |
| Ciência Política | Pág 63 | Cap. 3 – O conceito de Estado | A Paz de Westfália de 1648 estabeleceu as bases do moderno sistema de relações internacionais, reconhecendo a igualdade soberana e a não intervenção. | O Tratado de Westfália reforçou a hegemonia do Sacro Império Romano Germânico, garantindo o direito de intervir nos assuntos internos dos reinos menores. | O Tratado de Westfália consagrou a igualdade jurídica dos Estados, a soberania dos monarcas sobre seus territórios e a não intervenção. | | |
| Ciência Política | Pág 64 | Cap. 3 – O conceito de Estado | A adoção do Direito Romano foi um fator crucial para o Estado moderno, fornecendo a racionalização formal do direito e o conceito de propriedade adequado ao capitalismo. | O Direito Romano, com seu caráter subjetivo e consuetudinário, foi totalmente descartado pelo Estado moderno, que se baseou apenas na legislação real. | O Direito Romano permitiu a racionalização formal do direito, criando uma ordem jurídica objetiva e o conceito de propriedade, útil para a burguesia e o monarca. | | |
| Ciência Política | Pág 67 | Cap. 3 – O conceito de Estado | Para Hobbes, a razão leva os homens a pactuar, renunciando a todos os direitos que possuíam no estado de natureza para entregá-los ao soberano em troca de ordem e segurança. | Para Hobbes, a paixão é o motor exclusivo da criação do contrato social, e a razão é o que leva os homens a permanecerem na guerra de todos contra todos. | A paixão leva ao conflito, mas é a razão que leva os homens a pactuarem e renunciarem aos seus direitos em favor do soberano. | | |
| Ciência Política | Pág 68 | Cap. 3 – O conceito de Estado | Em Hobbes, o soberano é a única fonte do direito, e detém a máxima autoridade mesmo nos assuntos espirituais ou religiosos. | Hobbes defendia a estrita separação entre o poder temporal do soberano e o poder espiritual, sendo a Igreja a única autoridade máxima em assuntos religiosos. | O soberano é o único poder legislativo, o Estado é a única fonte do direito, e o soberano tem máxima autoridade até nos assuntos religiosos. | | |
| Ciência Política | Pág 69 | Cap. 3 – O conceito de Estado | John Locke defendia que a principal finalidade da sociedade política é a manutenção dos direitos individuais, especialmente a vida, a liberdade e a propriedade. | John Locke defendia que a função principal do Estado é a anulação dos direitos de propriedade individual em prol da igualdade coletiva. | Para Locke, o objetivo principal do estabelecimento da sociedade política é a manutenção e proteção dos direitos individuais, sobretudo a propriedade. | | |
| Ciência Política | Pág 70 | Cap. 3 – O conceito de Estado | Segundo Locke, o poder legislativo é supremo, mas limitado pela lei natural, que permanece como norma eterna, e não pode tirar as propriedades dos cidadãos. | Locke acreditava que o poder legislativo, por ser supremo, estava totalmente desvinculado da lei natural, podendo legislar arbitrariamente sobre a propriedade. | O poder legislativo em Locke é supremo, mas está sob restrições, não podendo transgredir os direitos naturais. | | |
| Ciência Política | Pág 72 | Cap. 3 – O conceito de Estado | Jean-Jacques Rousseau afirma que renunciar à condição de homem livre é prejudicial à sua moralidade e aos seus deveres. | Rousseau defendia que a renúncia à liberdade é um ato necessário para alcançar a moralidade social, pois a liberdade no estado de natureza é destrutiva. | Rousseau afirma que renunciar à liberdade é prejudicial à condição de homem e moralidade, pois o homem nasce livre. | | |
| Ciência Política | Pág 73 | Cap. 3 – O conceito de Estado | Rousseau defende que a força por si mesma não pode legitimar o direito, sendo que a obediência é devida apenas aos poderes legítimos baseados em convenções. | Rousseau argumenta que a força é o único fator que legitima o direito, pois, se a força desaparecesse, o direito também desapareceria. | Rousseau afirma que a força não faz o direito, e a autoridade legítima entre os homens se baseia em convenções. | | |
| Ciência Política | Pág 75 | Cap. 3 – O conceito de Estado | Santo Agostinho concebe a Cidade de Deus como uma Igreja-Estado cristianizada, colocando o poder supremo nas mãos das autoridades eclesiásticas. | Santo Agostinho estabeleceu uma separação estrita entre a Cidade de Deus (Igreja) e a cidade terrena (Estado), defendendo a autonomia total do poder civil. | Santo Agostinho concebe a Cidade de Deus como uma Igreja-Estado, com o poder supremo nas mãos da hierarquia eclesiástica. | | |
| Ciência Política | Pág 78 | Cap. 3 – O conceito de Estado | Para o marxismo, o Estado é um elemento da superestrutura da sociedade e serve como instrumento de dominação da classe que domina economicamente. | O marxismo considera o Estado como um produto da infraestrutura econômica, cuja principal finalidade é garantir a proteção igualitária de todas as classes. | O Estado, para o marxismo, é um elemento da superestrutura e um instrumento de dominação da classe dominante economicamente (burguesia). | | |
| Ciência Política | Pág 84 | Cap. 3 – O conceito de Estado | A institucionalização do poder estabelece distinção entre o poder e os indivíduos que exercem suas funções, e afirma o Estado como a entidade titular do poder. | A institucionalização significa que o poder está incorporado na pessoa do chefe (governante), mantendo o vínculo de fidelidade do homem ao homem, como no feudalismo. | A institucionalização despersonaliza o poder, distinguindo-o do governante e atribuindo a titularidade à entidade estatal. | | |
| Ciência Política | Pág 86 | Cap. 3 – O conceito de Estado | A continuidade do Estado é garantida por ser indiferente à sucessão dos governantes, assegurando a permanência das leis. | O Estado morre com a sucessão de cada governante, exigindo que os atos administrativos sejam revalidados a cada mudança de poder. | O Estado não morre e é indiferente à sucessão dos governantes, assegurando a permanência dos seus atos. | | |
| Ciência Política | Pág 73 | Cap. 3 – O conceito de Estado | Rousseau afirma que a soberania, sendo o exercício da vontade geral, é indivisível e inalienável, pois o soberano só pode ser representado por si mesmo. | Rousseau considerava que a soberania pode ser delegada e representada, desde que por uma assembleia de homens, o que é um ato da magistratura. | A soberania é indivisível e inalienável, e o soberano (o corpo do povo) só pode ser representado por si mesmo. | | |
| Ciência Política | Pág 87 | Cap. 3 – O conceito de Estado | Hans Kelsen defende que o Estado não é anterior ao Direito, pois o Estado só pode ser concebido como pessoa jurídica através de normas que regulam os atos individuais. | Kelsen argumenta que o Estado existe anteriormente e de forma independente do Direito, criando o Direito e, depois, subordinando-se voluntariamente a ele. | Para Kelsen, o Estado não é anterior ao Direito, e sua existência como pessoa jurídica é baseada nas normas jurídicas que regulam a conduta dos indivíduos. | | |
| Ciência Política | Pág 77 | Cap. 3 – O conceito de Estado | Santo Tomás de Aquino definiu a lei como uma "ordenação da razão para o bem-estar comum" e a lei positiva degenera quando se opõe aos princípios da justiça. | Santo Tomás de Aquino defendia que a lei é puramente uma expressão da vontade divina, não devendo ser uma ordenação da razão humana. | Santo Tomás definiu a lei como uma ordenação da razão, distinguindo a lei humana (positiva) que deve se basear na lei natural. | | |
| Ciência Política | Pág 82 | Cap. 3 – O conceito de Estado | A autonomia do poder estatal implica que ele formula suas próprias leis, sendo independente no plano externo e supremo no plano interno. | A autonomia do Estado é a característica que define sua subordinação incondicional a um poder superior (externo), como um império ou a Igreja. | A autonomia consiste em formular suas próprias leis, não reconhecer poder acima de si, sendo independente no plano externo e supremo no interno. | | |
| Ciência Política | Pág 61 | Cap. 3 – O conceito de Estado | Na época medieval, o poder dos reis estava limitado internamente pelos poderes feudais e externamente pela Igreja e pelo Imperador. | Na época medieval, os reinos europeus eram unidades de poder político completo, com soberania absoluta sobre o Imperador e a Igreja. | O poder do rei medieval estava limitado internamente (poderes feudais) e externamente (Igreja e Imperador). | | |
| Ciência Política | Pág 86 | Cap. 3 – O conceito de Estado | O Estado se constitui em um instrumento que, a partir de um centro de poder, hierarquiza a estrutura política da sociedade. | A estrutura política do Estado se caracteriza por manter a dispersão de poder e a ausência de hierarquia, permitindo que cada ator político defina sua posição de forma autônoma. | O Estado se constitui a partir de um centro de poder que hierarquiza a estrutura política e configura a rede de relações de poder. | | |
| Ciência Política | Pág 87 | Cap. 3 – O conceito de Estado | A domesticação do poder, alcançada pela despersonalização de seu exercício através de leis gerais, é o ideal moral que legitima o Estado moderno. | O Estado moderno se legitima pela personalização do poder no governante, de modo que os indivíduos obedecem aos ocupantes de cargos, e não às leis. | A legitimidade do Estado moderno reside na domesticação do poder por meio da despersonalização de seu exercício e da obediência à lei. | | |
| Ciência Política | Pág 71 | Cap. 3 – O conceito de Estado | O pacto social, para Rousseau, tem a função de substituir a desigualdade física natural por uma igualdade moral e legítima entre os homens. | Rousseau defende que o pacto social deve preservar e institucionalizar a desigualdade física e as diferenças de força existentes no estado de natureza. | O pacto fundamental substitui a desigualdade física pela igualdade moral e legítima entre os homens. | | |
| Ciência Política | Pág 82 | Cap. 3 – O conceito de Estado | Para a teoria marxista, a revolução proletária deve visar a destruição do Estado, da religião e do nacionalismo, vistos como instrumentos de dominação de classe. | O marxismo defendia que o proletariado deveria preservar o Estado burguês, utilizando-o como instrumento de dominação cultural e religiosa. | Marx defendia que o Estado, a religião e o nacionalismo são instrumentos de dominação que devem ser destruídos pela revolução proletária. | | |
| Ciência Política | Pág 87 | Cap. 3 – O conceito de Estado | O Estado não deve ser confundido com a sociedade, sendo o Estado o instrumento que exerce o poder, e a sociedade o conjunto de pessoas convivendo. | O Estado e a sociedade são conceitos idênticos e intercambiáveis, sendo que a sociedade é o instrumento que exerce o poder sobre si mesma. | O Estado é o instrumento que exerce o poder, enquanto a sociedade é a pluralidade de pessoas convivendo, sendo conceitos distintos. | | |
